,VariableNameA,VariableNameB,descriptionA,descriptionB,similarity_score,"data/ABS-MOPS Variables - December 11 2024.xlsm: Unique Name for Variable 
On upload, will verify with those already in database to ensure unique and alert to those that are not

NOTE: 
1) Variable Names should be all caps with no spaces
2) Variables can not end with _# or _## as those are reserved for handling of repeating persons."
1761,PROD_QTYPRD_TALSOA_NONE,NPRDFIELDWI,"None for the question: If MINE_HERE = 1, report the quantity of talc, soapstone, and pyrophyllite mined and/or beneficiated at this mine or pit",Additional detail or clarification for question response,34.6%,EXPS_RSRCH_FLD_TOT_TXT
1762,COST4U3B0INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Coop, 0 Bedrms, Cost #4",Domestic R&D performance costs for basic research,34.6%,EXPS_RD_US_BASIC_VAL
1763,COST11U2B3INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 3 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,34.6%,EXPS_RD_DOM_MAT_VAL
1764,BLDRADDRESS,O3_NAME_TITLE,Builder street,Name of third owner,34.6%,OWNER3_NAME
1765,CLNC_CHSE_MEAS_GOV,PERFBONUSM,Measures of Clinical Performance - Who chooses which measures of clinical performance to collect - Government regulators or agencies?,What were managers’ performance bonuses usually based on at this company,34.6%,EMP_MNG_BONUS_CODE
1766,TRUCK_WD_NUM,B_COOP,"Inventories:_x000D_
Trucks with drivers","Suppliers of equipment, materials, components, or software outside your business group ",34.6%,COOP_PARTNER_LOC_CHKBOX
1767,COST3U3B1INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 1 Bedrms, Cost #3",Domestic R&D performance costs for basic research,34.6%,EXPS_RD_US_BASIC_VAL
1768,BEDNONEU4,RDALE,Total Efficiencies for Type 4,Total number of full-time equivalents working on research activities,34.6%,EMP_FTE_RSRCH_TOT_DNUM
1769,BENEFIT_PY,B_RDEXP_DOM_EMPL,"Fringe Benefits, Total  Prior Year","Amount of domestic R&D costs going to salaries, wages, and benefits",34.6%,EXPS_RD_DOM_EMP_VAL
1770,COST7U3B0INT2,B_RDCOST_DOM_BASIC,"Second Interview, Coop, 0 Bedrms, Cost #7",Domestic R&D performance costs for basic research,34.6%,EXPS_RD_US_BASIC_VAL
1771,RCPT_C_ST_NC,B_CONTRACTOUT_TYPE,"Construction Work by State,  North Carolina",Type of companies that manufacturing was contracted out to ,34.6%,MAN_CONTRACTOUT_CHKBOX
1772,RCPT_C_ST_NJ,B_CONTRACTOUT_TYPE,"Construction Work by State,  New Jersey",Type of companies that manufacturing was contracted out to ,34.6%,MAN_CONTRACTOUT_CHKBOX
1773,EXPS_BENEFIT_MEDPC_INS,B_RDEXP_DOM_EMPL,"Benefits Paid, Medical malpractice insurance","Amount of domestic R&D costs going to salaries, wages, and benefits",34.6%,EXPS_RD_DOM_EMP_VAL
1774,RPCP,RESP_REMARKS,Reported SOC Completion Date,Remarks about reported data,34.6%,REMARKS_WRTIN_TXT
1775,RCPT_C_ST_IL,B_CONTRACTOUT_TYPE,"Construction Work by State,  Illinois",Type of companies that manufacturing was contracted out to ,34.6%,MAN_CONTRACTOUT_CHKBOX
1776,RCPT_C_ST_MN,B_CONTRACTOUT_TYPE,"Construction Work by State,  Minnesota",Type of companies that manufacturing was contracted out to ,34.6%,MAN_CONTRACTOUT_CHKBOX
1777,EXPS_ACCESS_VAL,B_OPEXPENSE ,Access Charges,Total domestic operating expenses,34.6%,EXPS_TOT_VAL
1778,HUS_BEST,B_OWNERNUM,Number of HUs in the building,Number of owners of the business,34.6%,OWNER_NUM_STAT
1779,COST11U3B3INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 3 Bedrms, Cost #11",Domestic R&D performance costs for basic research,34.5%,EXPS_RD_US_BASIC_VAL
1780,COST10U3B0INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 0 Bedrms, Cost #10",Domestic R&D performance costs for basic research,34.5%,EXPS_RD_US_BASIC_VAL
1781,COST11U3B1INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 1 Bedrms, Cost #11",Domestic R&D performance costs for basic research,34.5%,EXPS_RD_US_BASIC_VAL
1782,ADD_DATE_OPEN,B_INNOV_SERV,"Added establishment,  date opened or is expected to open",Whether the business introduced new or improved services,34.5%,NEW_IMPROVE_SERVICES_STAT
1783,COST1U3B2INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 2 Bedrms, Cost #1",Domestic R&D performance costs for basic research,34.5%,EXPS_RD_US_BASIC_VAL
1784,TOTU3INT2,NPRDFIELD_TOT,"Total Coop Units, Second Intv",Total amount of internal research funds by allocation field,34.5%,EXPS_RSRCH_FLD_TOT_DVAL
1785,COST11U2B1INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 1 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,34.5%,EXPS_RD_DOM_MAT_VAL
1786,PGM_TYPE1,B_INNOV_SERV,First Subsidy Program,Whether the business introduced new or improved services,34.5%,NEW_IMPROVE_SERVICES_STAT
1787,NAPCS_OTH,EXPNS,Sum of Values for Prod_code NOT like 2%,Amount of total expenses,34.5%,EXPS_TOT_VAL
1788,SOMA_STRNAME,"
RESP_TITLE   ",Street Name,Contact Information: Title,34.5%,CERT_TITLE_TXT
1789,RCPT_FOOD_CNTRC_OTH,B_IMPROCESS_MAN ,"Contract Feeding,  Other",Whether the business introduced new or improved methods for producing goods or providing services,34.5%,IMPROCESS_MAN_STAT
1790,COST2U4B0INT0,CPSTR,"Initial Interview, Condo, 0 Bedrms, Cost #2",Total capital expenditures for research operations that went towards buildings and land improvement,34.5%,CAPEX_RSRCH_BUILD_VAL
1791,OPSTAT_EXPECT_DATE,B_RD_ALTER_DESIGN,"Operational Status: Under construction, development, or exploration",Yes/No if business engaged in engineering and design activities,34.5%,RD_ALTER_DESIGN_STAT
1792,COST3U3B2INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 2 Bedrms, Cost #3",Domestic R&D performance costs for basic research,34.5%,EXPS_RD_US_BASIC_VAL
1793,COST9U3B1INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 1 Bedrms, Cost #9",Domestic R&D performance costs for basic research,34.5%,EXPS_RD_US_BASIC_VAL
1794,COST5U3B0INT2,B_RDCOST_DOM_BASIC,"Second Interview, Coop, 0 Bedrms, Cost #5",Domestic R&D performance costs for basic research,34.5%,EXPS_RD_US_BASIC_VAL
1795,COST9U3B3INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 3 Bedrms, Cost #9",Domestic R&D performance costs for basic research,34.5%,EXPS_RD_US_BASIC_VAL
1796,BENEFIT_HEALTH,B_RDEXP_DOM_EMPL,Employer's cost for health insurance,"Amount of domestic R&D costs going to salaries, wages, and benefits",34.4%,EXPS_RD_DOM_EMP_VAL
1797,COST7U2B3INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 3 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,34.4%,EXPS_RD_DOM_MAT_VAL
1798,INV_VAL_OTH_WRTIN,B_SALES_PCT_US_TOT,"Inventories by Valuation Method, Other non-LIFO valutation methods, Write-in description","Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",34.4%,SALES_US_TOT_DPCT
1799,PROD_QTYPRD_UNCALGYP_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of gypsum mined and/or beneficiated at this mine or pit",Remarks about reported data,34.4%,REMARKS_WRTIN_TXT
1800,COST2U3B3INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 3 Bedrms, Cost #2",Domestic R&D performance costs for basic research,34.4%,EXPS_RD_US_BASIC_VAL
1801,COST12U3B0INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Coop, 0 Bedrms, Cost #12",Domestic R&D performance costs for basic research,34.4%,EXPS_RD_US_BASIC_VAL
1802,COST12U2B1INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 1 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,34.4%,EXPS_RD_DOM_MAT_VAL
1803,COST6U4B1INT3,B_RDEXP_DOM_EMPL,"Third Interview, Condo, 1 Bedrms, Cost #6","Amount of domestic R&D costs going to salaries, wages, and benefits",34.4%,EXPS_RD_DOM_EMP_VAL
1804,SURVEY_ANALYST_SRCE,,"Survey analyst mailing ID, alpha, or ent",Does the external CPA firm that conducts audits provide tax preparation and consulting services ,34.4%,AUD_TXPRP_CONSL_CODE
1805,COST11U2B2INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 2 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,34.4%,EXPS_RD_DOM_MAT_VAL
1806,COST7U4B1INT3,B_RDEXP_DOM_EMPL,"Third Interview, Condo, 1 Bedrms, Cost #7","Amount of domestic R&D costs going to salaries, wages, and benefits",34.4%,EXPS_RD_DOM_EMP_VAL
1807,COST12U2B2INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 2 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,34.4%,EXPS_RD_DOM_MAT_VAL
1808,COST4U3B1INT2,B_RDCOST_DOM_BASIC,"Second Interview, Coop, 1 Bedrms, Cost #4",Domestic R&D performance costs for basic research,34.4%,EXPS_RD_US_BASIC_VAL
1809,RCPT_CUST_LOCTEL_IND_PCT,B_COOP,"Class of Customer: Fixed Local Telephony, Individual",Companies that are the clients or customers outside the business group,34.4%,COOP_PARTNER_LOC_CHKBOX
1810,SE_OTH_VAL,O2_NAME_TITLE,Other stockholders' eqty items,Name of second owner,34.4%,OWNER2_NAME
1811,RCPT_C_ST_ID,B_CONTRACTOUT_TYPE,"Construction Work by State,  Idaho",Type of companies that manufacturing was contracted out to ,34.4%,MAN_CONTRACTOUT_CHKBOX
1812,COST8U3B2INT0,B_RDCOST_DOM_BASIC,"Initial Interview, Coop, 2 Bedrms, Cost #8",Domestic R&D performance costs for basic research,34.3%,EXPS_RD_US_BASIC_VAL
1813,COST7U3B3INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 3 Bedrms, Cost #7",Domestic R&D performance costs for basic research,34.3%,EXPS_RD_US_BASIC_VAL
1814,COST12U3B1INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 1 Bedrms, Cost #12",Domestic R&D performance costs for basic research,34.3%,EXPS_RD_US_BASIC_VAL
1815,BED4U4,O4_NAME_TITLE,Total 3 bedrooms for Type 4,Name of fourth owner,34.3%,OWNER4_NAME
1816,COST7U3B1INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 1 Bedrms, Cost #7",Domestic R&D performance costs for basic research,34.3%,EXPS_RD_US_BASIC_VAL
1817,COST7U2B1INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 1 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,34.3%,EXPS_RD_DOM_MAT_VAL
1818,TEST_TYPOP_CODE_STAT,B_IMPROCESS_ADMIN ,Type of Operation,Whether the business introduced new or improved methods for administration and management activities,34.3%,IMPROCESS_ADMIN_STAT
1819,INV_B_FIFO_VAL,EXPNS,"Inventory Valuation Methods: PY, FIFO",Amount of total expenses,34.3%,EXPS_TOT_VAL
1820,ROBOT_INDST_INOP_NUM,AIQUALC,Robotics: In operation,What extent did this company use artificial intelligence (including machine learning algorithms in software applications) to support equipment maintenance                                                       ,34.3%,AI_QUAL_CTRL_CODE
1821,COST6U4B0INT3,B_RDEXP_DOM_EMPL,"Third Interview, Condo, 0 Bedrms, Cost #6","Amount of domestic R&D costs going to salaries, wages, and benefits",34.3%,EXPS_RD_DOM_EMP_VAL
1822,RECORD_STORENUM,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",The store or plant number,Contact Information: Phone,34.3%,CERT_PHONE_NUM
1823,SOMA_SURVEY_PERIOD,RESP_REMARKS,SOMA Survey Period,Remarks about reported data,34.3%,REMARKS_WRTIN_TXT
1824,RCPT_C_ST_VT,B_CONTRACTOUT_TYPE,"Construction Work by State,  Vermont",Type of companies that manufacturing was contracted out to ,34.3%,MAN_CONTRACTOUT_CHKBOX
1825,COST10U3B1INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 1 Bedrms, Cost #10",Domestic R&D performance costs for basic research,34.3%,EXPS_RD_US_BASIC_VAL
1826,COST8U3B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 0 Bedrms, Cost #8",Domestic R&D performance costs for basic research,34.3%,EXPS_RD_US_BASIC_VAL
1827,COST11U4B2INT0,B_RDEXP_DOM ,"Initial Interview, Condo, 2 Bedrms, Cost #11",Amount of domestic R&D costs,34.3%,EXPS_RD_DOM_DVAL
1828,COST3U3B0INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Coop, 0 Bedrms, Cost #3",Domestic R&D performance costs for basic research,34.3%,EXPS_RD_US_BASIC_VAL
1829,MARKETING_TY_TXT,RESP_EMAIL  ,Email campaign Thank you variable,Contact Information: Email,34.3%,CERT_EMAIL_TXT
1830,COST2U3B2INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Coop, 2 Bedrms, Cost #2",Domestic R&D performance costs for basic research,34.3%,EXPS_RD_US_BASIC_VAL
1831,COST7U2B2INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 2 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,34.3%,EXPS_RD_DOM_MAT_VAL
1832,REPORTING_ID,RESP_CONTACT_NAME ,AIES ID,Contact Information: Name,34.3%,CERT_NAME_TXT
1833,COST1U3B1INT2,B_RDCOST_DOM_BASIC,"Second Interview, Coop, 1 Bedrms, Cost #1",Domestic R&D performance costs for basic research,34.3%,EXPS_RD_US_BASIC_VAL
1834,COST4U3B2INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 2 Bedrms, Cost #4",Domestic R&D performance costs for basic research,34.2%,EXPS_RD_US_BASIC_VAL
1835,COST8U3B3INT0,B_RDCOST_DOM_BASIC,"Initial Interview, Coop, 3 Bedrms, Cost #8",Domestic R&D performance costs for basic research,34.2%,EXPS_RD_US_BASIC_VAL
1836,COST7U4B0INT3,B_RDEXP_DOM_EMPL,"Third Interview, Condo, 0 Bedrms, Cost #7","Amount of domestic R&D costs going to salaries, wages, and benefits",34.2%,EXPS_RD_DOM_EMP_VAL
1837,COST11U4B1INT0,B_RDEXP_DOM ,"Initial Interview, Condo, 1 Bedrms, Cost #11",Amount of domestic R&D costs,34.2%,EXPS_RD_DOM_DVAL
1838,COST5U3B0INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Coop, 0 Bedrms, Cost #5",Domestic R&D performance costs for basic research,34.2%,EXPS_RD_US_BASIC_VAL
1839,COST3U3B1INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 1 Bedrms, Cost #3",Domestic R&D performance costs for basic research,34.2%,EXPS_RD_US_BASIC_VAL
1840,COST5U3B1INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 1 Bedrms, Cost #5",Domestic R&D performance costs for basic research,34.2%,EXPS_RD_US_BASIC_VAL
1841,EMP_MAR12_POD,B_EMPNUM_RDFTE_TOTAL,"Employment By Occupation, Podiatric physicians - licensed practitioners having D.P.M. degree",Full-time equivalent of the R&D employees,34.2%,EMP_FTE_RD_NUM
1842,COST12U4B1INT0,B_RDEXP_DOM_EMPL,"Initial Interview, Condo, 1 Bedrms, Cost #12","Amount of domestic R&D costs going to salaries, wages, and benefits",34.1%,EXPS_RD_DOM_EMP_VAL
1843,COST7U4B0INT0,B_RDEXP_DOM_EMPL,"Initial Interview, Condo, 0 Bedrms, Cost #7","Amount of domestic R&D costs going to salaries, wages, and benefits",34.1%,EXPS_RD_DOM_EMP_VAL
1844,PAT_CARE_LAB_IND_PCT,B_COOP,"Patient Care, Laboratory services paid by individuals, insurers, or government payers, such as Medicare and Medicaid","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",34.1%,COOP_PARTNER_LOC_CHKBOX
1845,COST12U3B0INT2,B_RDCOST_DOM_BASIC,"Second Interview, Coop, 0 Bedrms, Cost #12",Domestic R&D performance costs for basic research,34.1%,EXPS_RD_US_BASIC_VAL
1846,PGM_TYPE2,B_RDFED_TOTAL,Second Subsidy Program,Total federally funded R&D costs,34.1%,FED_RD_TOT_DVAL
1847,COST6U4B2INT1,B_RDEXP_DOM_EMPL,"First Interview, Condo, 2 Bedrms, Cost #6","Amount of domestic R&D costs going to salaries, wages, and benefits",34.1%,EXPS_RD_DOM_EMP_VAL
1848,EXPS_BENEFIT_OTHPC_INS,B_OPEXPENSE ,"Benefits Paid, Other property and liability (casualty) insurance",Total domestic operating expenses,34.1%,EXPS_TOT_VAL
1849,COST6U4B2INT3,B_RDEXP_DOM_EMPL,"Third Interview, Condo, 2 Bedrms, Cost #6","Amount of domestic R&D costs going to salaries, wages, and benefits",34.1%,EXPS_RD_DOM_EMP_VAL
1850,COST5U3B3INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 3 Bedrms, Cost #5",Domestic R&D performance costs for basic research,34.1%,EXPS_RD_US_BASIC_VAL
1851,COST2U2B3INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 3 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,34.1%,EXPS_RD_DOM_MAT_VAL
1852,COVERAGE_INST,B_BUSTARGET,QSS Industry description,The timeframe that the business focused on for production targets,34.1%,PROD_TARG_TIMEFRM_CODE
1853,COST10U3B2INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 2 Bedrms, Cost #10",Domestic R&D performance costs for basic research,34.1%,EXPS_RD_US_BASIC_VAL
1854,BUS_TECH_IND_ROB_OTH,NPRDFIELDWI,"Other, describe:",Additional detail or clarification for question response,34.0%,EXPS_RSRCH_FLD_TOT_TXT
1855,SE_TOT_VAL,B_ANYONE_10_PCT,Stockholders' eqty,Yes/No if one person owns 10% or more of the company,34.0%,OWNED_10_PCT_STAT
1856,SPACE_STORAGE,RESP_BUS_DESC,"The warehouse, stockroom, or other inventory storage space",Primary business activity,34.0%,NAICS_DESC_TXT
1857,COST11U3B1INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Coop, 1 Bedrms, Cost #11",Domestic R&D performance costs for basic research,34.0%,EXPS_RD_US_BASIC_VAL
1858,COST11U4B3INT0,B_RDEXP_DOM ,"Initial Interview, Condo, 3 Bedrms, Cost #11",Amount of domestic R&D costs,34.0%,EXPS_RD_DOM_DVAL
1859,ASSET_TRADE_REC_VAL,B_CRDSRC,Other trade accounts and trade notes receivable,Other sources of credit not listed,34.0%,CREDIT_SOURCES_CHKBOX
1860,COST2U3B3INT2,B_RDCOST_DOM_BASIC,"Second Interview, Coop, 3 Bedrms, Cost #2",Domestic R&D performance costs for basic research,34.0%,EXPS_RD_US_BASIC_VAL
1861,COST12U3B1INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 1 Bedrms, Cost #12",Domestic R&D performance costs for basic research,34.0%,EXPS_RD_US_BASIC_VAL
1862,COST7U4B2INT3,B_RDEXP_DOM_EMPL,"Third Interview, Condo, 2 Bedrms, Cost #7","Amount of domestic R&D costs going to salaries, wages, and benefits",34.0%,EXPS_RD_DOM_EMP_VAL
1863,COST12U4B2INT0,B_RDEXP_DOM_EMPL,"Initial Interview, Condo, 2 Bedrms, Cost #12","Amount of domestic R&D costs going to salaries, wages, and benefits",34.0%,EXPS_RD_DOM_EMP_VAL
1864,COST1U3B1INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Coop, 1 Bedrms, Cost #1",Domestic R&D performance costs for basic research,34.0%,EXPS_RD_US_BASIC_VAL
1865,COST12U3B2INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 2 Bedrms, Cost #12",Domestic R&D performance costs for basic research,34.0%,EXPS_RD_US_BASIC_VAL
1866,COST6U3B1INT2,B_RDCOST_DOM_BASIC,"Second Interview, Coop, 1 Bedrms, Cost #6",Domestic R&D performance costs for basic research,34.0%,EXPS_RD_US_BASIC_VAL
1867,NAICS_SECTOR,B_COOP,Most recent BR NAICS sector,Universities or other higher education institutions ,34.0%,COOP_PARTNER_LOC_CHKBOX
1868,COST3U4B0INT0,CPSTR,"Initial Interview, Condo, 0 Bedrms, Cost #3",Total capital expenditures for research operations that went towards buildings and land improvement,34.0%,CAPEX_RSRCH_BUILD_VAL
1869,COST3U3B3INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 3 Bedrms, Cost #3",Domestic R&D performance costs for basic research,34.0%,EXPS_RD_US_BASIC_VAL
1870,COST12U3B3INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 3 Bedrms, Cost #12",Domestic R&D performance costs for basic research,33.9%,EXPS_RD_US_BASIC_VAL
1871,COST3U2B2INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 2 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,33.9%,EXPS_RD_DOM_MAT_VAL
1872,COST3U2B1INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 1 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,33.9%,EXPS_RD_DOM_MAT_VAL
1873,COST6U3B2INT3,B_RDCOST_DOM_BASIC,"Third Interview, Coop, 2 Bedrms, Cost #6",Domestic R&D performance costs for basic research,33.9%,EXPS_RD_US_BASIC_VAL
1874,COST2U3B3INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Coop, 3 Bedrms, Cost #2",Domestic R&D performance costs for basic research,33.9%,EXPS_RD_US_BASIC_VAL
1875,COST12U4B3INT0,B_RDEXP_DOM_EMPL,"Initial Interview, Condo, 3 Bedrms, Cost #12","Amount of domestic R&D costs going to salaries, wages, and benefits",33.9%,EXPS_RD_DOM_EMP_VAL
1876,COST2U2B1INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 1 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,33.9%,EXPS_RD_DOM_MAT_VAL
1877,COST6U2B0INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 0 Bedrms, Cost #6",Amount of domestic R&D costs going to materials and supplies,33.9%,EXPS_RD_DOM_MAT_VAL
1878,KAU_ID,B_NUMKPI,"For RECORD_TYP= 30 (KAUs) KAU_ID is the REPORTING_ID of the unit. For Record_TYP= 20 (MU) KAU_ID=END_ID X LOGIN_ID x GROUP_Key;  00/Company level - NULL, Reporting ID Rec type 30 = KAU 30",Number of key performance indicators monitored by this business ,33.9%,KPI_MONITOR_NUM
1879,COST6U3B1INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Coop, 1 Bedrms, Cost #6",Domestic R&D performance costs for basic research,33.9%,EXPS_RD_US_BASIC_VAL
1880,COST7U4B2INT1,B_RDEXP_DOM_EMPL,"First Interview, Condo, 2 Bedrms, Cost #7","Amount of domestic R&D costs going to salaries, wages, and benefits",33.9%,EXPS_RD_DOM_EMP_VAL
1881,COST12U1B3INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Unfurnished, 3 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,33.9%,EXPS_RD_DOM_MAT_VAL
1882,COST10U3B3INT1,B_RDCOST_DOM_BASIC,"First Interview, Coop, 3 Bedrms, Cost #10",Domestic R&D performance costs for basic research,33.9%,EXPS_RD_US_BASIC_VAL
1883,ELEC_GEN_KWH_PY,B_EXPCOST_BLDG,Quantity of generated electricity  Prior year,R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,33.9%,CAPEX_RD_OPS_BLDG_VAL
1884,EXPS_REFUSE_VAL,O1_OWNER_DISABLE,Purchased refuse removal,Disability status of the first owner,33.9%,OWNER_DISABILITY_CODE
