,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
1519,PREV_OWNER_ADDR_STREET,00044,Street Address of Former Owner or operator,EI of company who owns,33.80%
1520,NUMUNITSU1,00223,Total Number of UnFurnished units,Total Assets,33.70%
1521,PAY_DEPT,00216,"Steel Mill Department Wages, Steel department (furnaces) (through pouring stage)",Plant and Equipment,33.70%
1522,EXPS_RPTOT_DVAL,00218,deriving ASM/EC mfg collected total rental payments,Accumulated Depreciation,33.70%
1523,MAJOR_ACT_CODE_WRTIN_TXT,00031,Major Activity Code: Primary products or services,Corporation Status Active/Discontinued/Merged,33.70%
1524,EMP_SEP12_PRDWRK,00001,"Third Quarter Employment,  Production Workers",Is this your company's industry - yes/no,33.70%
1525,TOC_NEW_398,00001,Percent of Construction Work for Other Types of Construction New Construction,Is this your company's industry - yes/no,33.60%
1526,NAICS_SECTOR,00208,Most recent BR NAICS sector,Foreign Securities,33.60%
1527,RATIO_FACTOR,00117,"post stratification factors - _x000D_
makes KAU totals match the frame totals for Payroll_x000D_
makes GRO/Estab totals match the frame totals for Payroll",Cumulative Effect of Accounting Changes,33.60%
1528,RCPT_CONTRACT_W,00211,"Contract Work done by customer in Puerto Rico,  Wholesalers",Trade Receivables from the U.S. Government,33.60%
1529,MAIL_ADDR_ST_TXT,00207,Mailing State,State and Local Government Securities,33.60%
1530,RCPT_CLIENT_S_HOSP,00031,"Class of Customer, Hospitals and other health care services",Corporation Status Active/Discontinued/Merged,33.60%
1531,ROBOT_VAL,00214,Capital Expenditures for Robotic Equipment,Inventories,33.60%
1532,EMP_DEC12,00123,"Fourth Quarter Employment,  Construction Workers and Other Construction Employees Total",Retained Earnings at End of Quarter,33.50%
1533,PERMLOT,00022,Permit Lot - Lot number on permit,Employer Identification Number,33.50%
1534,FOOD_ELECTDEV_SVC,00001,"Did this establishment use electronic devices for self-service table orders and/or payment (for example, through the use of a restaurant-provided electronic device at the table)?",Is this your company's industry - yes/no,33.50%
1535,RCPT_C_ST_AL,00207,"Construction Work by State,  Alabama",State and Local Government Securities,33.50%
1536,RESP_LOG_OUT,00035,Date respondent logged out of survey,Merged Date,33.50%
1537,EXPS_PCHTT_DVAL,00223,deriving ASM/EC mfg collected total purchased services,Total Assets,33.50%
1538,RCPT_CLIENT_F_INDIV,00044,"Class of Customer,  Individuals",EI of company who owns,33.40%
1539,OWN_BEST,00021,Best time to contact owner.,Closing date,33.40%
1540,BENEFIT_OTH,00314,Employer's Cost for other benefits,All Other Current Liabilities.,33.40%
1541,FOOD_CONCSN,00041,"True if this establishment operated as a concession in a stadium, arena, or other recreation or amusement place at which food was made available to the general public in 2017; false otherwise",Owned by another company - No/Yes,33.40%
1542,APTDATTIME,00021,Out Variable - Appointment date and time from hard appointment screens.,Closing date,33.40%
1543,BIRTH_ADJ,00117,Birth/death adjustment,Cumulative Effect of Accounting Changes,33.40%
1544,RCPT_C_ST_HI,00207,"Construction Work by State,  Hawaii",State and Local Government Securities,33.40%
1545,EMP_JUN12,00118,"Second Quarter Employment, Construction Workers and Other Construction Employees Total",Net Income (loss) for Quarter,33.30%
1546,REPORTING_ID_INSTRUCTION,00022,QSS specific instructions for an ID,Employer Identification Number,33.30%
1547,COST3,00083,How many units available at third cost?,EI for addition 3,33.30%
1548,PROD_QTYPRD_UND_OUT_W,00217,The total amount  of charges for underground mining by outside contractor,Land and Mineral Rights,33.30%
1549,PROP_MAR12_CHIRO,00031,"Proprietor or Partner by Occupation, Chiropractic physicians - licensed practitioners having D.C. degree",Corporation Status Active/Discontinued/Merged,33.30%
1550,FUNDS_DEV_NO_ARCHIVE,00207,Did this establishment receive funds for research and development?,State and Local Government Securities,33.30%
1551,IA_PAPER_TYPOP_SELFDSG_41,00044,IA TYPOP Code - Auction company,EI of company who owns,33.30%
1552,RCPT_REPAIR_PARTS,00110,"Repair Receipts, Parts installed in repair work",Nonoperating expenses and income,33.30%
1553,RCPT_CLIENT_U_RES,00314,"Class of Customer,  Residential (Include apartment buildings.)",All Other Current Liabilities.,33.30%
1554,RCPT_CLIENT_U_OTH,00320,"Class of Customer, Other Utilities",All Other Non-current Liabilities,33.30%
1555,PRCH_COMMSVC,00214,Purchased communication services,Inventories,33.20%
1556,COST_ELEC_PY,00218,Purchased electricity  Prior Year,Accumulated Depreciation,33.20%
1557,PROD_QTYPRD_CBGRAN_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of crushed or broken granite (including gneiss, syenite, and diorite) mined at this mine or pit",Land and Mineral Rights,33.20%
1558,EXPS_COMMSVC_VAL,00214,Purchased Communication Services,Inventories,33.20%
1559,HUS_BEST,00061,Number of HUs in the building,Number of Subsidiary Corporations,33.10%
1560,ADDR_ST,00207,Mailing Address State,State and Local Government Securities,33.10%
1561,EMP_MAR12_OTHDENT,00022,"Employment By Occupation, Selling",Employer Identification Number,33.10%
1562,BED4U3,00083,Total 3 bedrooms for Type 3,EI for addition 3,33.10%
1563,EMP_HEAT,00216,"Selected MetalWorking Employment,  Heat treating of metals for production purposes",Plant and Equipment,33.10%
1564,RCPT_CONTRACT_FOOD,00314,"Contract Work done by customer in Puerto Rico, Hotels, restaurants, food services, and drinking places",All Other Current Liabilities.,33.10%
1565,RCPT_FOOD_CNTRC_REC,00221,"Contract Feeding,  Stadiums, clubs, and other recreation and amusement facilities",All Other Non-current Assets,33.10%
1566,EMP_MAR12_NONPRDWRK_NUM,00001,Nonproduction Worker Employment,Is this your company's industry - yes/no,33.10%
1567,COST_SUBCONTRACT,00121,Work done for you by others on your materials (work contracted to others),Other Credits to Retained Earning,33.00%
1568,ORE_COPPER_COPPER,00214,"Quantity of Copper produced,  Copper",Inventories,33.00%
1569,SAMPLE_SOURCE,00022,"""AIES"" = ENT ID was found in AIES proablity sample file, ""OTHER"" - ENT was not found in AIES proability but was selected based on other criteria",Employer Identification Number,33.00%
1570,PAY_ANN_LSD_WHOLESALE,00107,Leased Annual Payroll from Wholesale Clients,Other Recurring Non-operating Income,33.00%
1571,EMP_MAR12_LSD_TRANS_WARE,00001,Q1 LEASED EMPLOYMENT FOR TRANSPORTATION AND WAREHOUSE CLIENTS,Is this your company's industry - yes/no,33.00%
1572,HQNOTES,00206,Notes section within the SOMA where FRs can send a direct note to the survey sponsor.,Commercial and Finance Company paper of US issuers,33.00%
1573,MRCH_ECOMMERCE_DVAL,00223,sum of ecommerce merchadise lines,Total Assets,33.00%
1574,COST_CONTRACT,00044,Contract work done for you by others,EI of company who owns,32.90%
1575,COST4U3B0INT4,00084,"Fourth Interview, Coop, 0 Bedrms, Cost #4",EI for addition 4,32.90%
1576,RCPT_C_ST_NC,00207,"Construction Work by State,  North Carolina",State and Local Government Securities,32.90%
1577,TELEMEDICINE_SER,00110,Receive Revenues from telemedicine services,Nonoperating expenses and income,32.90%
1578,PAT_CARE_IN_HOSP_PCT,00216,"Patient Care,  Inpatient hospital facility services - evaluation and management services, treatment of disease, injury, or deformity by surgical procedures and nonsurgical procedures, etc.",Plant and Equipment,32.90%
1579,ENT_TYP_TXT,PACDE,Indicates single unit or multi unit with values of 'SU' or 'MU',Size code directly related to (and derived from) total assets.,32.90%
1580,COST2,00223,How many units available at second cost?,Total Assets,32.90%
1581,RCPT_C_ST_NH,00207,"Construction Work by State,  New Hampshire",State and Local Government Securities,32.90%
1582,RCPT_C_ST_ND,00207,"Construction Work by State,  North Dakota",State and Local Government Securities,32.80%
1583,PS_ADJ,00117,Post Stratification/calibration adjustment,Cumulative Effect of Accounting Changes,32.80%
1584,DIST_NDIST_LRN_TOT_PCT,PACDE,"Modes of Instruction, Total",Size code directly related to (and derived from) total assets.,32.80%
1585,CERT_TITLE,00022,"Certification,  Title of person to contact",Employer Identification Number,32.80%
1586,BED2U3,00083,Total 2 bedrooms for Type 3,EI for addition 3,32.80%
1587,MEDIA_SUB_INTERNET_PCT,00221,"Subscription Media,  Internet (Include downloads)",All Other Non-current Assets,32.80%
1588,PROD_CLASS_DESC,PACDE,Description that corresponds to that NAPCS code being displayed (PROD_CLASS_CODE),Size code directly related to (and derived from) total assets.,32.80%
1589,AFFIL_SPL_NAME2,00061,"Added child establishment,   Secondary Name",Number of Subsidiary Corporations,32.70%
1590,CLASS_OTHSVC,00320,"Class of Customer,  Other services",All Other Non-current Liabilities,32.70%
1591,PERMBLOCK,00022,Permit Block - Block Number of permit,Employer Identification Number,32.70%
1592,TOC_NEW_397,00001,Percent of Construction Work for Building Construction New Construction,Is this your company's industry - yes/no,32.70%
1593,RCPT_C_ST_WA,00207,"Construction Work by State,  Washington",State and Local Government Securities,32.70%
1594,HOURS_DEPT,00216,"Steel Mill Department Worker Hours,  Steel department (furnaces) (through pouring stage)",Plant and Equipment,32.70%
1595,COST4,00061,How many units available at fourth cost?,Number of Subsidiary Corporations,32.70%
1596,RCPT_TELEMED_STAT,00001,Revenues from Telemedicine Services: Status,Is this your company's industry - yes/no,32.60%
1597,EMP_DEC12_CONWRK,00001,"Fourth Quarter Employment,  Construction Workers",Is this your company's industry - yes/no,32.60%
1598,BED1U4,00084,Total 1 bedrooms for Type 4,EI for addition 4,32.60%
1599,PROD_QTYSHIP_2009875000,00214,Quantity of extracted natural gas shipped (volumes adjusted to pressure base of 14.73 lb absolute at 60 degrees F) ,Inventories,32.60%
1600,BUS_TECH_IND_ROB_DEV,00216,Developed in-house,Plant and Equipment,32.50%
1601,PROP_MAR12_DENT,00061,"Proprietor or Partner by Occupation,  Dentists - licensed practitioners having D.M.D., D.D.S., or D.D.Sc. Degree",Number of Subsidiary Corporations,32.50%
1602,PROD_QTYPRD_BARITE_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of barite mined at this mine or pit",Land and Mineral Rights,32.50%
1603,EMP_MAR12_LPN,00022,"Employment By Occupation, Licensed practical nurses",Employer Identification Number,32.50%
1604,PAY_ANN_LSD_TRANS_WARE,00107,Leased Annual Payroll from Transportation Clients,Other Recurring Non-operating Income,32.50%
1605,PAY_ANN_PRDWRK_VAL ,00117,Annual Payroll - Production Workers,Cumulative Effect of Accounting Changes,32.50%
1606,CLASS_TRAVEL,00031,"Class of Customer,  Travel agencies and other passenger transportation services",Corporation Status Active/Discontinued/Merged,32.50%
1607,COST_NTLGAS_RESALE,00325,Cost of natural gas purchased for resale,treasury Stock at cost,32.50%
1608,PRCH_ADVERT_PY,00034,Purchased advertisments  prior year,Discontinued Date,32.50%
1609,EMP_JUN12_PRDWRK,00001,"Second Quarter Employment,  Production Workers",Is this your company's industry - yes/no,32.50%
1610,BED2U4,00084,Total 2 bedrooms for Type 4,EI for addition 4,32.40%
1611,HOUSE_SNGL_DETACH_LAND,00072,"Houses built for customers on their land,  Number of Detached (free standing single-family homes)",Number of Subsidiary Corporations - Not Consolidated,32.40%
1612,ROBOT_INDST_INOP_NUM,00216,Robotics: In operation,Plant and Equipment,32.40%
1613,RCPT_C_ST_IA,00207,"Construction Work by State,  Iowa",State and Local Government Securities,32.40%
1614,TOC_REPAIR_398,00001,Percent of Construction Work for Other Types of Construction Maintenance and Repair Work,Is this your company's industry - yes/no,32.40%
1615,PAY_OXY,00216,"Steel Mill Department Wages, Basic oxygen furnaces",Plant and Equipment,32.40%
1616,BED1U3,00083,Total 1 bedrooms for Type 3,EI for addition 3,32.30%
1617,RCPT_CLIENT_S_INFOTH,00320,"Class of Customer, All other",All Other Non-current Liabilities,32.30%
1618,ORE_SILVER_COPPER,00214,"Quantity of Silver produced,  Copper",Inventories,32.30%
1619,TOC_TOT,00001,"Percent of Construction Work for Other Types of Construction, Total",Is this your company's industry - yes/no,32.30%
1620,PGM_TYPE2,00305,Second Subsidy Program,Advances and Prepayments by the US GOV,32.30%
1621,RCPT_EXPT_ENERGY,00211,Percentage of revenue from exports to customers in Canada and Mexico,Trade Receivables from the U.S. Government,32.30%
1622,GOVOWN_TYPE_FED,00207,What was the level of government operating or controlling this establishment?,State and Local Government Securities,32.20%
1623,OWNSTAT_RACE_AMNAT_WRTIN,00217,The name of enrolled or principal American Indian or Alaska Native tribe (Race of majority ownership),Land and Mineral Rights,32.20%
1624,RCPT_CONTRACT_M,00211,"Contract Work done by customer in Puerto Rico,  Other manufacturing establishments",Trade Receivables from the U.S. Government,32.20%
1625,BED4U4,00084,Total 3 bedrooms for Type 4,EI for addition 4,32.10%
1626,EMP_MAR12_RN,00022,"Employment By Occupation, Registered nurses",Employer Identification Number,32.10%
1627,PHYSLOC_ADDR_NAME1_TXT,00022,Physical location name 1,Employer Identification Number,32.10%
1628,BED1,PACDE,"Number of total 1 bedrooms for indicated type of unit (Unfurnished, Furnished, Co-op, or Condo)",Size code directly related to (and derived from) total assets.,32.10%
1629,RCPT_PRDSHIP_US,00211,"Value of product shipped by customer location, US and Territories",Trade Receivables from the U.S. Government,32.10%
1630,RCPT_CUST_NORES_PCT,00107,Class of Customer: Non-residential,Other Recurring Non-operating Income,32.10%
1631,RCPT_UFO_STAT,00211,Unfilled Orders Status,Trade Receivables from the U.S. Government,32.00%
1632,DELIV_SERV_YES_ARCHIVE,00201,Did this establishment offer delivery services by its employees in $$00?,Cash and Demand Deposits in the U.S.,32.00%
1633,GOV_DEL_FAIL,00211,Gov Delivery- Email Failed (bounce-back),Trade Receivables from the U.S. Government,32.00%
1634,PAY_ANN_LSD_FINANCE,00312,Leased Annual Payroll from Finance Clients,Current Portion Long Term Debt-Other,32.00%
1635,PGM_TYPE5,00305,Fifth Subsidy Program,Advances and Prepayments by the US GOV,32.00%
1636,RCPT_CONTRACT_OTH,00044,"Contract Work done by customer in Puerto Rico,  Other customers",EI of company who owns,32.00%
1637,INITIATED_SURVEY,00034,Date respondent initiated survey,Discontinued Date,31.90%
1638,ELEC_GEN_KWH_PY,00119,Quantity of generated electricity  Prior year,Retained Earnings at Beginning of Quarter,31.90%
1639,COST4U3B1INT4,00084,"Fourth Interview, Coop, 1 Bedrms, Cost #4",EI for addition 4,31.90%
1640,PAY_ANN_LSD_MANUF,00121,Leased Annual Payroll from Manufacturing Clients,Other Credits to Retained Earning,31.90%
1641,EMP_MAR12_TOT_S,00022,"Employment By Occupation, Service Total",Employer Identification Number,31.90%
1642,MAIL_ADDR_NAME2_TXT,PACDE,"Secondary name of unit (optional, may be null)",Size code directly related to (and derived from) total assets.,31.90%
1643,EXPS_ELEC_VAL,00105,Cost of electricity,Interest Expense,31.80%
1644,PREORDER_DELIVERY_NO,00214,"Did this establishment offer preordering or delivery services by website, app, fax, phone, or other means?",Inventories,31.80%
1645,EMP_MAR12_LPN_XPSY,00022,"Employment By Occupation, Licensed practical or vocational nurses",Employer Identification Number,31.80%
1646,CLASS_FOOD,00107,"Class of Customer,  Restaurants, hotels, food services, and contract feeding",Other Recurring Non-operating Income,31.80%
1647,COST2U3B0INT4,00084,"Fourth Interview, Coop, 0 Bedrms, Cost #2",EI for addition 4,31.80%
1648,FGINFO_ST,00031,State of F/G contact person,Corporation Status Active/Discontinued/Merged,31.80%
