,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Cosine Score,Jaccard Score,Actual MDR's Variable
1327,INV_FOREIGN_VAL_END,B_SALES_TOT_US,"Inventories, Outside of the United States,  End of Year","Amount of sales, revenue, and grants from domestic operations",36.69%,43.17%,0.00%,SALES_US_TOT_VAL
1328,ASSET_OTHACQ_VAL,EXPNS,gross value of acqu and additions,Amount of total expenses,36.69%,43.17%,0.00%,EXPS_TOT_VAL
1329,RCPT_MOTR_AGR_DVAL,B_SALES_PCT_GOODS,Agricultural Products motor carrier revenue,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",36.68%,43.15%,0.00%,SALES_GOODS_PCT
1330,EXPS_FUEL_VAL,B_RDEXP_TOT,Cost of fuels,Total cost for R&D activities,36.66%,38.72%,25.00%,EXPS_RD_TOT_VAL
1331,RCPT_PRDSHIP_GOV,B_SALES_TOT_US,"Value of product shipped by customer in Puerto Rico,  Commonwealth or Territorial government","Amount of sales, revenue, and grants from domestic operations",36.62%,43.08%,0.00%,SALES_US_TOT_VAL
1332,EMP_MAR12_MGMTOTH_WRTIN,B_EMPTRAIN,"Employment By Occupation, all other management  write-in description",The areas covered by employee training,36.59%,43.05%,0.00%,EMP_TRAIN_AREA_CHKBOX
1333,PAT_CARE_OUT_OTHER_PCT,B_COOP,"Patient Care, Other, including outpatient health facility services",Nonprofit organization ,36.59%,43.05%,0.00%,COOP_PARTNER_LOC_CHKBOX
1334,INV_FOREIN_VAL,B_MANACTIVITY ,Inventories: Out of US Value,Yes/No if business manufactured goods in the US,36.57%,43.02%,0.00%,MAN_US_STAT
1335,PROP_MAR12_CHIRO,AFFILWI ,"Proprietor or Partner by Occupation, Chiropractic physicians - licensed practitioners having D.C. degree",Details on affiliated organization ,36.55%,43.00%,0.00%,AFFIL_ORG_TXT
1336,EXPS_LOSS_NONMED_VAL,O1_OWNER_DISABLE,"Direct Losses Incurred: Property, Except Life",Disability status of the first owner,36.54%,42.99%,0.00%,OWNER_DISABILITY_CODE
1337,NUMUNITS,CPSTR,"Number of total units for indicated type of unit (Unfurnished, Furnished, Co-op, or Condo)",Total capital expenditures for research operations that went towards buildings and land improvement,36.54%,41.89%,6.25%,CAPEX_RSRCH_BUILD_VAL
1338,COMPUTER_SALE_OTHER_PCT,B_COOP,"Computer System Integration, Other, including consulting, training, engineering, etc.","Suppliers of equipment, materials, components, or software outside your business group ",36.53%,42.97%,0.00%,COOP_PARTNER_LOC_CHKBOX
1339,TOC_REPAIR_397,B_WORKHOME_PCT_OCCASIO,Percent of Construction Work for Building Construction Maintenance and Repair Work,Percent of workers that worked from home less than one day per week,36.53%,41.02%,11.11%,WORK_HOME_LT_ONE_PCT
1340,EMP_MAR12_RN,B_EMPTRAIN,"Employment By Occupation, Registered nurses",The areas covered by employee training,36.50%,42.95%,0.00%,EMP_TRAIN_AREA_CHKBOX
1341,AFFIL_SPL_PAY_QTR1,B_EMPNUM_UNPAID,"Added child establishment,   First Quarter Payroll",Number of individuals who did work for the business but were unpaid,36.50%,42.94%,0.00%,EMP_UNPAID_NUM
1342,AFFIL_SPL_EMP_MAR12,B_EMPNUM_UNPAID,"Added child establishment,  First Quarter Payroll",Number of individuals who did work for the business but were unpaid,36.50%,42.94%,0.00%,EMP_UNPAID_NUM
1343,RCPT_C_ST_WA,B_RDFUND_US_STLOC,"Construction Work by State,  Washington",Domestic R&D costs paid by U.S. state or local government,36.48%,40.96%,11.11%,FUNDS_RD_US_LOCGOV_VAL
1344,REVENUE_INST,B_SALES_PCT_US_TOT,QSS revenue instructions based on NAICS,"Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",36.48%,40.95%,11.11%,SALES_US_TOT_DPCT
1345,RCPT_CUST_SUBLIN_IND_DVAL,B_SALES_PCT_SERVICE,Household Subscriber Line Charge revenue,"Percent of domestic sales, revenues, and grants coming from selling services to customers",36.47%,42.90%,0.00%,SALES_SERVICE_PCT
1346,EMP_MAR12_DIET,B_TYPS_WRKS,"Employment By Occupation, Dieticians",Types of workers that were used by the business,36.45%,42.89%,0.00%,WRKR_TYPE_CHKBOX
1347,INCOM_LOAN_RESMOR_ORI_PCT,B_SALES_PCT_SERVICE,"Loan Products Income, Residential mortgage loans, Origination Fees","Percent of domestic sales, revenues, and grants coming from selling services to customers",36.44%,42.87%,0.00%,SALES_SERVICE_PCT
1348,MAIL_ADDR_ZIP_NUM,RESP_PHONE_EXT ,Company Mailing Address: ZIP Code,Contact Information: Extension,36.44%,42.87%,0.00%,CERT_EXTENSION_NUM
1349,ELEC_PRCH_KWH_PY,CPEQP,Quantity of purchased electricity  Prior Year,Total capital expenditures for research operations that went towards equipment,36.42%,42.85%,0.00%,CAPEX_RSRCH_EQUIP_VAL
1350,EXPS_PRCH_RESALE_AGBR_VAL,B_COOP,Purchases of Products: AGBR,"Suppliers of equipment, materials, components, or software outside your business group ",36.41%,42.84%,0.00%,COOP_PARTNER_LOC_CHKBOX
1351,RCPT_TOT_HOTEL_OWN_VAL,B_SALES_TOT_US,Hotels owned or leased: Revenue,"Amount of sales, revenue, and grants from domestic operations",36.40%,40.61%,12.50%,SALES_US_TOT_VAL
1352,INV_RPT_STAT,B_CEASED_MONTH,Inventories: Date status,Month the business ceased operation,36.40%,42.82%,0.00%,OPSTAT_CEASED_MONTH_DATE
1353,PATREV_PRIVTE_HLTH,B_COOP,"Patient Care Revenue:  Private health insurance - Include revenue from medical plans administered by private insurers, including employer sponsored and other group plans.","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",36.38%,42.79%,0.00%,COOP_PARTNER_LOC_CHKBOX
1354,RCPT_C_ST_NY,B_RDFUND_US_STLOC,"Construction Work by State,  New York",Domestic R&D costs paid by U.S. state or local government,36.37%,41.03%,10.00%,FUNDS_RD_US_LOCGOV_VAL
1355,RCPT_NEWS_OTH_DVAL,B_SALES_TOT_US,other media newspaper revenue,"Amount of sales, revenue, and grants from domestic operations",36.36%,40.26%,14.29%,SALES_US_TOT_VAL
1356,TOC_NEW_398,EMPC,Percent of Construction Work for Other Types of Construction New Construction,Number of contract employes working on research activities,36.35%,42.76%,0.00%,EMP_RSRCH_CONTRACT_NUM
1357,EXPS_BENEFIT_VEHPC_INS,O1_OWNER_DISABLE,"Benefits Paid, Vehicle property and liability (casualty) insurance",Disability status of the first owner,36.32%,42.73%,0.00%,OWNER_DISABILITY_CODE
1358,INCOM_LOAN_XMORVEH_INT_PCT,B_SALES_PCT_GOODS,"Loan Products Income, Secured or guaranteed loans to consumers, except mortgage and vehicle loans, Interest","Percent of domestic sales, revenues, and grants coming from selling goods to customers",36.31%,42.72%,0.00%,SALES_GOODS_PCT
1359,EMP_MAR12_LSD_CONSTRUCT,B_CONTRACTOUT_TYPE,Q1 LEASED EMPLOYMENT FOR CONSTRUCTION CLIENTS,Type of companies that manufacturing was contracted out to ,36.30%,42.70%,0.00%,MAN_CONTRACTOUT_CHKBOX
1360,AFFIL_FOR_ADDR_STREET,AFFILWI ,"Street Address of the foreign entity (company, individual, government, etc.)",Details on affiliated organization ,36.30%,42.71%,0.00%,AFFIL_ORG_TXT
1361,TOTU3INT4,O4_PCT_OWNED ,"Total Coop Units, Fourth Intv",Percent owned by fourth owner,36.30%,40.50%,12.50%,OWNER4_PCT
1362,RECORD_NAME1,RESP_CONTACT_NAME ,The updates to Name,Contact Information: Name,36.29%,42.70%,0.00%,CERT_NAME_TXT
1363,AFFIL_SPL_ADDR_ST,O1_OTH_BUS_WIN,"Added child establishment,  State",Other status of the previous business Owner 1 started most recently,36.29%,42.70%,0.00%,PREV_BUS_OWN_TXT
1364,RCPT_PER_ONLINE_PCT,RESP_BUS_DESC,Source of Periodical Revenue: Online,Primary business activity,36.29%,42.69%,0.00%,NAICS_DESC_TXT
1365,RCPT_EXPT,B_SALES_TOT_US,Value of products shipped for export,"Amount of sales, revenue, and grants from domestic operations",36.28%,42.68%,0.00%,SALES_US_TOT_VAL
1366,PAY_ROLL_BAR,B_RDEXP_DOM_EMPL,"Steel Mill Department Wages, Bar mills, including rebars","Amount of domestic R&D costs going to salaries, wages, and benefits",36.27%,40.90%,10.00%,EXPS_RD_DOM_EMP_VAL
1367,INV_CY_LIFO_RSV_VAL,WZDEPR,Inventories by Valuation Method: CY LIFO Reserve,Amount of internal research funds allocated to depreciation and amortization of assets,36.26%,42.66%,0.00%,EXPS_RSRCH_DEPR_VAL
1368,RCPT_ECOMM_SOFTWARE_VAL,AISALESFOR,Electronic Commerce (e-commerce) - Software,What extent did this company use artificial intelligence (including machine learning algorithms in software applications) to support supply chain management and logistics                                                 ,36.25%,41.04%,9.09%,AI_SALES_FORECAST_CODE
1369,INV_VAL_OTH_WRTIN,B_EXPCOST_BLDG,"Inventories by Valuation Method, Other non-LIFO valutation methods, Write-in description",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,36.21%,42.60%,0.00%,CAPEX_RD_OPS_BLDG_VAL
1370,PHYSLOC_ADDR_CITY_TXT,"
RESP_TITLE   ",Physical Address: City,Contact Information: Title,36.20%,42.59%,0.00%,CERT_TITLE_TXT
1371,RCPT_WORKCOMP_VAL,B_RDEXP_DOM_EMPL,Net patient revenues from government payers: Workers' Compensation,"Amount of domestic R&D costs going to salaries, wages, and benefits",36.20%,42.59%,0.00%,EXPS_RD_DOM_EMP_VAL
1372,FOOD_SEATS,B_OWNERNUM,"How many seats were in this establishment, including bar and patio seats?",Number of owners of the business,36.18%,42.56%,0.00%,OWNER_NUM_STAT
1373,BENEFIT_PENSION_CON_PY,WZWAGE,Employer's Cost for defined contribution pension plans  Prior Year,Amount of internal research funds allocated to payroll for internal employees,36.16%,42.54%,0.00%,EXPS_RSRCH_PAYROLL_VAL
1374,RCPT_C_ST_ND,B_RDFUND_US_STLOC,"Construction Work by State,  North Dakota",Domestic R&D costs paid by U.S. state or local government,36.14%,40.75%,10.00%,FUNDS_RD_US_LOCGOV_VAL
1375,JOINT_COMPANY_ADDR_ZIP_2,B_OWNERNUM,Investors: ZIP Code of Company Investor 2,Number of owners of the business,36.11%,42.48%,0.00%,OWNER_NUM_STAT
1376,AFFIL_SPL_ADDR_STREET,RESP_PHONE_EXT ,"Added child establishment,  Street Address",Contact Information: Extension,36.09%,42.46%,0.00%,CERT_EXTENSION_NUM
1377,BENEFIT_PENSION_BEN_PY,WZWAGE,Employer's Cost for defined benefit pension plans  Prior Year,Amount of internal research funds allocated to payroll for internal employees,36.09%,42.46%,0.00%,EXPS_RSRCH_PAYROLL_VAL
1378,RCPT_C_ST_AZ,B_RDFUND_US_STLOC,"Construction Work by State,  Arizona",Domestic R&D costs paid by U.S. state or local government,36.08%,40.49%,11.11%,FUNDS_RD_US_LOCGOV_VAL
1379,PRCH_REFUSE_PY,FYEND_MONTH,"Water, sewer, refuse removal, and other non-electric utility payments   Prior Year",Month that fiscal year ends ,36.03%,40.91%,8.33%,FY_END_DATE
1380,RCPT_C_ST_MO,B_RDFUND_US_STLOC,"Construction Work by State,  Missouri",Domestic R&D costs paid by U.S. state or local government,36.03%,40.43%,11.11%,FUNDS_RD_US_LOCGOV_VAL
1381,EXPS_BENEFIT_HOMEPC_INS,O1_OWNER_DISABLE,"Benefits Paid, Homeowners multiple peril insurance",Disability status of the first owner,36.01%,42.37%,0.00%,OWNER_DISABILITY_CODE
1382,EMP_STAMP,B_CONTRACTIN_TYPE ,"Selected MetalWorking Employment, Stamping and blanking of metals",Types of companies that this business performed manufacturing for,35.99%,42.34%,0.00%,MAN_CONTRACTIN_CHKBOX
1383,RCPT_ECOMM_ELAPPL_VAL,B_IMPROCESS_LOG ,Electronic Commerce (e-commerce) - Electronics & appliances,"Whether the business introduced new or improved methods for logistics, delivery or distribution methods",35.97%,42.32%,0.00%,IMPROCESS_LOG_STAT 
1384,INV_CY_AFTR_LIFO_ADJ_VAL,B_CAPEXP_TOTAL,Total Inventories After LIFO Adjustment,Amount of capital expenditures,35.96%,42.31%,0.00%,CAPEX_TOT_VAL
1385,INV_E_LIFO_VAL,TCPEX,Inventory Valuation Methods: CY LIFO,Total capital expenditures,35.95%,42.30%,0.00%,CAPEX_TOT_VAL
1386,JOINT_COMPANY_ADDR_ZIP_5,B_OWNERNUM,Investors: ZIP Code of Company Investor 5,Number of owners of the business,35.94%,42.28%,0.00%,OWNER_NUM_STAT
1387,EXPS_ACCESS_VAL,EXPNS,Access Charges,Amount of total expenses,35.92%,42.26%,0.00%,EXPS_TOT_VAL
1388,IA_PAPER_TYPOP_SELFDSG_11,B_CONTRACTIN_TYPE ,IA TYPOP Code - Merchant wholesale distributor or jobber,Types of companies that this business performed manufacturing for,35.92%,42.26%,0.00%,MAN_CONTRACTIN_CHKBOX
1389,EMP_MAR12_PHYTHER,FTETE,"Employment By Occupation, Physical therapists",Number of full-time equivalents working on research activities who were research technicians,35.91%,42.25%,0.00%,EMP_FTE_TECHNCN_NUM
1390,PAT_DSCHG_NUM,WEMP,Number of patient discharges,Number of employees as of March 12th,35.89%,37.81%,25.00%,EMP_MAR12_NUM
1391,CERT_DATE_COMPLETED,B_FREQCSM,"Certification, Calendar date survey was completed",How frequently customer satisfaction is monitored by this business,35.89%,42.22%,0.00%,CUST_SATISFACT_FREQ_CODE
1392,AFFIL_SPL_NAME2,O2_NAME_TITLE,"Added child establishment,   Secondary Name",Name of second owner,35.88%,42.22%,0.00%,OWNER2_NAME
1393,PRCH_REFUSE,B_EXPCOST_BLDG,"Water, sewer, refuse removal, and other non-electric utility payments",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,35.88%,42.21%,0.00%,CAPEX_RD_OPS_BLDG_VAL
1394,PAT_CARE_DIA_IND_PCT,B_COOP,"Patient Care, Diagnostic imaging services paid by individuals, insurers, or government payers, such as Medicare and Medicaid","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",35.87%,40.99%,6.90%,COOP_PARTNER_LOC_CHKBOX
1395,RCPT_C_ST_LA,B_RDFUND_US_STLOC,"Construction Work by State,  Louisiana",Domestic R&D costs paid by U.S. state or local government,35.87%,40.23%,11.11%,FUNDS_RD_US_LOCGOV_VAL
1396,COMPUTER_SALE_TOT_PCT,B_EXPCOST_TECH,"Computer System Integration, Total",R&D capital expenditures for software,35.86%,42.18%,0.00%,CAPEX_RD_OPS_TECH_VAL
1397,RCPT_PER_OTH_PCT,RESP_BUS_DESC,Source of Periodical Revenue: Other media,Primary business activity,35.85%,42.18%,0.00%,NAICS_DESC_TXT
1398,PAY_DEPT,B_TYPS_WRKS,"Steel Mill Department Wages, Steel department (furnaces) (through pouring stage)",Types of workers that were used by the business,35.85%,42.18%,0.00%,WRKR_TYPE_CHKBOX
1399,RCPT_C_ST_VA,B_RDFUND_US_STLOC,"Construction Work by State,  Virginia",Domestic R&D costs paid by U.S. state or local government,35.82%,40.18%,11.11%,FUNDS_RD_US_LOCGOV_VAL
1400,RCPT_C_ST_MI,B_CONTRACTOUT_TYPE,"Construction Work by State,  Michigan",Type of companies that manufacturing was contracted out to ,35.81%,42.12%,0.00%,MAN_CONTRACTOUT_CHKBOX
1401,RCPT_BOOK_ONLINE_PCT,B_SALES_PCT_GOODS,Source of Book Revenue: Online,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",35.81%,42.13%,0.00%,SALES_GOODS_PCT
1402,RCPT_PRDSHIP_OTH,B_ACTIVITYUFC_LOG ,"Value of product shipped by customer in Puerto Rico,  Other customers",Yes/No if foreign affiliated companies conducted distribution and logistics for this business,35.79%,42.11%,0.00%,AFFIL_NONUS_LOGSTC_STAT
1403,PAT_CARE_DIA_HEALTH_PCT,AFFILWI ,"Patient Care, Diagnostic imaging services paid by other health care providers",Details on affiliated organization ,35.78%,42.10%,0.00%,AFFIL_ORG_TXT
1404,RCPT_C_ST_WI,B_RDFUND_US_STLOC,"Construction Work by State,  Wisconsin",Domestic R&D costs paid by U.S. state or local government,35.75%,40.10%,11.11%,FUNDS_RD_US_LOCGOV_VAL
1405,EMP_WELD,B_TYPS_WRKS,"Selected MetalWorking Employment,  Welding of steel plate for manufacturing production",Types of workers that were used by the business,35.75%,42.06%,0.00%,WRKR_TYPE_CHKBOX
1406,NAPCS_OTH,B_SALES_PCT_OTH_WIN,Sum of Values for Prod_code NOT like 2%,Total percent entered from domestic sales questions,35.74%,42.05%,0.00%,SALES_OTH_WRTIN_TXT
1407,ADD_MAJOR_ACT_CODE,O1_OTH_BUS_WIN,"Added establishment,  Major activity code",Other status of the previous business Owner 1 started most recently,35.73%,42.04%,0.00%,PREV_BUS_OWN_TXT
1408,INV_OUTPR_END,B_SALES_TOT_US,"Inventories,  Stored or en route, OUTSIDE Puerto Rico,  End of Year","Amount of sales, revenue, and grants from domestic operations",35.73%,42.03%,0.00%,SALES_US_TOT_VAL
1409,INV_RPT_DATE,B_BUSTARGET,reporting Date for inventories,The timeframe that the business focused on for production targets,35.73%,42.03%,0.00%,PROD_TARG_TIMEFRM_CODE
1410,RCPT_C_ST_TN,B_RDFUND_US_STLOC,"Construction Work by State,  Tennessee",Domestic R&D costs paid by U.S. state or local government,35.72%,40.07%,11.11%,FUNDS_RD_US_LOCGOV_VAL
1411,RCPT_C_ST_PA,B_RDFUND_US_STLOC,"Construction Work by State,  Pennsylvania",Domestic R&D costs paid by U.S. state or local government,35.69%,40.02%,11.11%,FUNDS_RD_US_LOCGOV_VAL
1412,EMP_MAR12_LPN,B_EMPTRAIN,"Employment By Occupation, Licensed practical nurses",The areas covered by employee training,35.68%,41.98%,0.00%,EMP_TRAIN_AREA_CHKBOX
1413,RCPT_C_ST_NH,B_RDFUND_US_STLOC,"Construction Work by State,  New Hampshire",Domestic R&D costs paid by U.S. state or local government,35.68%,40.21%,10.00%,FUNDS_RD_US_LOCGOV_VAL
1414,EMP_MAR12_AUDIO,B_RDJOB_TOTEMP_DOMESTIC,"Employment By Occupation, Audiologists",Total R&D employees by staff type,35.66%,41.95%,0.00%,EMP_MAR12_RD_TOT_DNUM
1415,RCPT_C_ST_NV,B_RDFUND_US_STLOC,"Construction Work by State,  Nevada",Domestic R&D costs paid by U.S. state or local government,35.65%,39.98%,11.11%,FUNDS_RD_US_LOCGOV_VAL
1416,RCPT_PRDSHIP_GOVLOCAL,B_SALES_TOT_US,"Value of product shipped by customer in Puerto Rico,  Local government","Amount of sales, revenue, and grants from domestic operations",35.62%,41.91%,0.00%,SALES_US_TOT_VAL
1417,FOOD_MEALPRICE_30TO50_ARCHIVE,EXPNS,"Indicates the estimated average price per meal, excluding taxes and tip.",Amount of total expenses,35.59%,41.87%,0.00%,EXPS_TOT_VAL
1418,RCPT_C_ST_MA,ZSTAT,"Construction Work by State,  Massachusettes",Amount of domestic research funds that came from state and local governments,35.59%,39.91%,11.11%,EXPS_RSRCH_ST_LOC_VAL
1419,RCPT_UFO_VAL,B_CRDAMT,Unfilled Orders Value,Total amount of credit that was requested and received ,35.59%,41.88%,0.00%,CREDIT_AMT_RECEIVED_STAT
1420,TOTU3INT2,B_EMPNUM_W2_TOTAL,"Total Coop Units, Second Intv",Total number of W2 paid employees and owners,35.58%,39.66%,12.50%,EMP_W2_TOT_DNUM
1421,HOUSE_SNGL_ATTACH_LAND,B_EXPCOST_BLDG,"Houses built for customers on their land,  Number of Attached (single-family homes separated by an unbroken ground to roof wall with separate utility meters: townhomes, duplexes, row-homes)",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,35.58%,41.09%,4.35%,CAPEX_RD_OPS_BLDG_VAL
1422,INV_VAL_FIFO,TCPEX,"Inventories by Valuation Method, First-in, First-Out (FIFO)",Total capital expenditures,35.57%,41.85%,0.00%,CAPEX_TOT_VAL
1423,RCPT_NEWS_PRNT_PCT,B_SALES_TOT_US,Source of Newspaper Revenue: Print,"Amount of sales, revenue, and grants from domestic operations",35.57%,39.65%,12.50%,SALES_US_TOT_VAL
1424,RCPT_UFO_TOT,B_EMPNUM_UNPAID,Value of Unfilled Orders,Number of individuals who did work for the business but were unpaid,35.57%,41.85%,0.00%,EMP_UNPAID_NUM
