,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Cosine Score,Jaccard Score
1605,CERT_TITLE,00022,"Certification,  Title of person to contact",Employer Identification Number,27.87%,32.79%,0.00%
1606,BED2U3,00083,Total 2 bedrooms for Type 3,EI for addition 3,27.87%,32.79%,0.00%
1607,CLASS_OTHSVC,00320,"Class of Customer,  Other services",All Other Non-current Liabilities,27.81%,32.72%,0.00%
1608,COST4,00061,How many units available at fourth cost?,Number of Subsidiary Corporations,27.81%,32.72%,0.00%
1609,HOURS_DEPT,00216,"Steel Mill Department Worker Hours,  Steel department (furnaces) (through pouring stage)",Plant and Equipment,27.81%,32.71%,0.00%
1610,AFFIL_SPL_NAME2,00061,"Added child establishment,   Secondary Name",Number of Subsidiary Corporations,27.80%,32.70%,0.00%
1611,TOC_NEW_397,00001,Percent of Construction Work for Building Construction New Construction,Is this your company's industry - yes/no,27.78%,32.69%,0.00%
1612,BED2,PACDE,"Number of total 2 bedrooms for indicated type of unit (Unfurnished, Furnished, Co-op, or Condo)",Size code directly related to (and derived from) total assets.,27.76%,31.48%,6.67%
1613,EMP_DEC12_CONWRK,00001,"Fourth Quarter Employment,  Construction Workers",Is this your company's industry - yes/no,27.75%,32.65%,0.00%
1614,RCPT_TELEMED_STAT,00001,Revenues from Telemedicine Services: Status,Is this your company's industry - yes/no,27.72%,32.61%,0.00%
1615,PROD_QTYSHIP_2009875000,00214,Quantity of extracted natural gas shipped (volumes adjusted to pressure base of 14.73 lb absolute at 60 degrees F) ,Inventories,27.69%,32.57%,0.00%
1616,BED1U4,00084,Total 1 bedrooms for Type 4,EI for addition 4,27.68%,32.57%,0.00%
1617,PRCH_ADVERT_PY,00034,Purchased advertisments  prior year,Discontinued Date,27.67%,32.55%,0.00%
1618,PROP_MAR12_DENT,00061,"Proprietor or Partner by Occupation,  Dentists - licensed practitioners having D.M.D., D.D.S., or D.D.Sc. Degree",Number of Subsidiary Corporations,27.66%,32.54%,0.00%
1619,EMP_JUN12_PRDWRK,00001,"Second Quarter Employment,  Production Workers",Is this your company's industry - yes/no,27.66%,32.54%,0.00%
1620,BUS_TECH_GUD_VEH_DEV,00216,Developed in-house,Plant and Equipment,27.62%,32.49%,0.00%
1621,EMP_MAR12_LPN,00022,"Employment By Occupation, Licensed practical nurses",Employer Identification Number,27.62%,32.49%,0.00%
1622,CLASS_TRAVEL,00031,"Class of Customer,  Travel agencies and other passenger transportation services",Corporation Status Active/Discontinued/Merged,27.62%,32.49%,0.00%
1623,PAY_ANN_PRDWRK_VAL ,00117,Annual Payroll - Production Workers,Cumulative Effect of Accounting Changes,27.62%,32.49%,0.00%
1624,PROD_QTYPRD_BARITE_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of barite mined at this mine or pit",Land and Mineral Rights,27.61%,32.48%,0.00%
1625,BED2U4,00084,Total 2 bedrooms for Type 4,EI for addition 4,27.58%,32.44%,0.00%
1626,PAY_ANN_LSD_TRANS_WARE,00107,Leased Annual Payroll from Transportation Clients,Other Recurring Non-operating Income,27.58%,32.45%,0.00%
1627,REPORTING_ID_TYP_TXT,00031,"""ENT"" = Enterprise reporting Unit (8) ""MU"" = Enterprise reporting unit(2)  ""KAU""= KAU (3)  "" SU"" = SU Rep Unit (2) ""SBM"" Sampled SU that became SBM after initial mail with status change.",Corporation Status Active/Discontinued/Merged,27.56%,31.44%,5.56%
1628,ROBOT_INDST_INOP_NUM,00216,Robotics: In operation,Plant and Equipment,27.56%,32.42%,0.00%
1629,PAY_OXY,00216,"Steel Mill Department Wages, Basic oxygen furnaces",Plant and Equipment,27.55%,32.41%,0.00%
1630,TOC_REPAIR_398,00001,Percent of Construction Work for Other Types of Construction Maintenance and Repair Work,Is this your company's industry - yes/no,27.50%,32.35%,0.00%
1631,TOC_TOT,00001,"Percent of Construction Work for Other Types of Construction, Total",Is this your company's industry - yes/no,27.50%,32.35%,0.00%
1632,RCPT_EXPT_ENERGY,00211,Percentage of revenue from exports to customers in Canada and Mexico,Trade Receivables from the U.S. Government,27.49%,32.34%,0.00%
1633,PGM_TYPE2,00305,Second Subsidy Program,Advances and Prepayments by the US GOV,27.47%,32.32%,0.00%
1634,BED1U3,00083,Total 1 bedrooms for Type 3,EI for addition 3,27.46%,32.31%,0.00%
1635,ORE_SILVER_COPPER,00214,"Quantity of Silver produced,  Copper",Inventories,27.45%,32.29%,0.00%
1636,RCPT_CLIENT_S_INFOTH,00320,"Class of Customer, All other",All Other Non-current Liabilities,27.43%,32.28%,0.00%
1637,RCPT_CONTRACT_M,00211,"Contract Work done by customer in Puerto Rico,  Other manufacturing establishments",Trade Receivables from the U.S. Government,27.37%,32.20%,0.00%
1638,OWNSTAT_RACE_AMNAT_WRTIN,00217,The name of enrolled or principal American Indian or Alaska Native tribe (Race of majority ownership),Land and Mineral Rights,27.36%,32.19%,0.00%
1639,RCPT_PRDSHIP_US,00211,"Value of product shipped by customer location, US and Territories",Trade Receivables from the U.S. Government,27.31%,32.13%,0.00%
1640,EMP_MAR12_RN,00022,"Employment By Occupation, Registered nurses",Employer Identification Number,27.29%,32.10%,0.00%
1641,PHYSLOC_ADDR_NAME1_TXT,00022,Physical location name 1,Employer Identification Number,27.29%,32.11%,0.00%
1642,BED4U4,00084,Total 3 bedrooms for Type 4,EI for addition 4,27.29%,32.10%,0.00%
1643,PAY_ANN_LSD_FINANCE,00312,Leased Annual Payroll from Finance Clients,Current Portion Long Term Debt-Other,27.24%,32.05%,0.00%
1644,GOV_DEL_FAIL,00211,Gov Delivery- Email Failed (bounce-back),Trade Receivables from the U.S. Government,27.22%,32.03%,0.00%
1645,PGM_TYPE5,00305,Fifth Subsidy Program,Advances and Prepayments by the US GOV,27.22%,32.02%,0.00%
1646,RCPT_UFO_STAT ,00211,Unfilled Orders Status,Trade Receivables from the U.S. Government,27.20%,32.01%,0.00%
1647,RCPT_CUST_LNGTEL_IND_PCT,00318,"Class of Customer: Fixed Long-distance Telephony, Individual",Long Term Debt - Other,27.18%,30.02%,11.11%
1648,RCPT_CONTRACT_OTH,00044,"Contract Work done by customer in Puerto Rico,  Other customers",EI of company who owns,27.18%,31.97%,0.00%
1649,DELIV_SERV_YES_ARCHIVE,00201,Did this establishment offer delivery services by its employees in $$00?,Cash and Demand Deposits in the U.S.,27.16%,31.95%,0.00%
1650,COST4U3B1INT4,00084,"Fourth Interview, Coop, 1 Bedrms, Cost #4",EI for addition 4,27.13%,31.91%,0.00%
1651,MAIL_ADDR_NAME2_TXT,PACDE,"Secondary name of unit (optional, may be null)",Size code directly related to (and derived from) total assets.,27.11%,31.90%,0.00%
1652,ELEC_GEN_KWH_PY,00119,Quantity of generated electricity  Prior year,Retained Earnings at Beginning of Quarter,27.10%,31.89%,0.00%
1653,EMP_MAR12_TOT_S,00022,"Employment By Occupation, Service Total",Employer Identification Number,27.09%,31.87%,0.00%
1654,PAY_ANN_LSD_MANUF,00121,Leased Annual Payroll from Manufacturing Clients,Other Credits to Retained Earning,27.08%,31.86%,0.00%
1655,RCPT_C_ST_OR,00207,"Construction Work by State,  Oregon",State and Local Government Securities,27.08%,28.92%,16.67%
1656,CLASS_FOOD,00107,"Class of Customer,  Restaurants, hotels, food services, and contract feeding",Other Recurring Non-operating Income,27.07%,31.85%,0.00%
1657,FGINFO_ST,00031,State of F/G contact person,Corporation Status Active/Discontinued/Merged,27.05%,31.82%,0.00%
1658,PREORDER_DELIVERY,00214,"Did this establishment offer preordering or delivery services by website, app, fax, phone, or other means?",Inventories,27.03%,31.80%,0.00%
1659,COST2U3B0INT4,00084,"Fourth Interview, Coop, 0 Bedrms, Cost #2",EI for addition 4,27.02%,31.79%,0.00%
1660,EXPS_ELEC_VAL,00105,Cost of electricity,Interest Expense,27.01%,31.77%,0.00%
1661,EMP_MAR12_LPN_XPSY,00022,"Employment By Occupation, Licensed practical or vocational nurses",Employer Identification Number,26.99%,31.75%,0.00%
1662,COST8U3B0INT4,00084,"Fourth Interview, Coop, 0 Bedrms, Cost #8",EI for addition 4,26.97%,31.73%,0.00%
1663,HOURS_TOT_M,00223,"Production Worker Hours,  Total",Total Assets,26.95%,28.18%,20.00%
1664,BLDR_PH,00022,Builder phone number,Employer Identification Number,26.91%,28.13%,20.00%
1665,COST3U3B3INT3,00083,"Third Interview, Coop, 3 Bedrms, Cost #3",EI for addition 3,26.91%,31.65%,0.00%
1666,MAJOR_ACT_CODE_STAT,PACDE,Major Activity Code,Size code directly related to (and derived from) total assets.,26.89%,29.43%,12.50%
1667,TYPOP_WHSL_OLD_NUM,PACDE,NAICS Wholesale Type of Operation Code based on the NAICS manual structure for NAICS_CODE_OLD. Only valid for NAICS_SECTOR 42.,Size code directly related to (and derived from) total assets.,26.89%,30.59%,5.88%
1668,CENSUS_REMARKS,NDNET,Explanations in understanding the reported data,1 - Increased a lot,26.87%,31.62%,0.00%
1669,COST9U3B0INT4,00084,"Fourth Interview, Coop, 0 Bedrms, Cost #9",EI for addition 4,26.86%,31.60%,0.00%
1670,KAU_ID,00031,Reporting unit that has the linkage between the KAU and its' corresponding MU establishments,Corporation Status Active/Discontinued/Merged,26.85%,31.59%,0.00%
1671,RCPT_PRDSHIP_LOC_TOT,00104,"Value of product shipped by customer location, Total",Income (loss) from Operation,26.84%,31.57%,0.00%
1672,PHYSLOC_ADDR,00041,Is this establishment’s physical location the same as shown in the mailing address,Owned by another company - No/Yes,26.84%,31.58%,0.00%
1673,NEG_EXPS_PRCH_RESALE_DVAL,00214,Negative copy of purchases for resale,Inventories,26.82%,31.55%,0.00%
1674,BENEFIT_PENSION_BEN_PY,00314,Employer's Cost for defined benefit pension plans  Prior Year,All Other Current Liabilities.,26.77%,31.50%,0.00%
1675,EXPS_RENT_VAL,PACDE,Combination of EXPS_RENT_BUILD_VAL and EXPS_RENT_MACH_VAL. The breakout will be collected every 5 years.,Size code directly related to (and derived from) total assets.,26.76%,31.48%,0.00%
1676,COST6U3B0INT4,00084,"Fourth Interview, Coop, 0 Bedrms, Cost #6",EI for addition 4,26.73%,31.45%,0.00%
1677,RCPT_NEWPT_SSBNFTS_VAL,00107,Net patient revenues from social security benefits,Other Recurring Non-operating Income,26.73%,31.45%,0.00%
1678,RCPT_C_ST_NE,00207,"Construction Work by State,  Nebraska",State and Local Government Securities,26.73%,28.50%,16.67%
1679,KAU_LOC_DESC_TXT,00214,The description of the location of establishments within a KAU,Inventories,26.69%,31.40%,0.00%
1680,COST3U3B0INT3,00083,"Third Interview, Coop, 0 Bedrms, Cost #3",EI for addition 3,26.68%,31.38%,0.00%
1681,NONNORM,00108,"Birth, Death or Seasonal indicator",non-Recurring,26.67%,31.38%,0.00%
1682,COST2U3B3INT3,00083,"Third Interview, Coop, 3 Bedrms, Cost #2",EI for addition 3,26.66%,31.37%,0.00%
1683,PATNT_CARE_OTHR,00314,"Patient Care Services Offered,  Other patient services",All Other Current Liabilities.,26.65%,31.36%,0.00%
1684,RCPT_PRDSHIP_VI,00211,"Value of product shipped by customer location, Virgin Islands",Trade Receivables from the U.S. Government,26.65%,31.35%,0.00%
1685,CERT_NAME_TXT,00022,Contact Information: Name,Employer Identification Number,26.65%,31.35%,0.00%
1686,COST2U3B3INT4,00084,"Fourth Interview, Coop, 3 Bedrms, Cost #2",EI for addition 4,26.65%,31.35%,0.00%
1687,COST4U3B3INT4,00084,"Fourth Interview, Coop, 3 Bedrms, Cost #4",EI for addition 4,26.64%,31.34%,0.00%
1688,CLASS_EATDRINK,00031,"Class of Customer,  Restaurants, food services, and nightclubs",Corporation Status Active/Discontinued/Merged,26.64%,31.34%,0.00%
1689,BENEFIT_PENSION_CON,00105,Employer's Cost for defined contribution pension plans,Interest Expense,26.63%,31.33%,0.00%
1690,EMP_MAR12_OCCTHER,00022,"Employment By Occupation, Occupational therapists",Employer Identification Number,26.63%,31.33%,0.00%
1691,MEALS,00001,Management provides meals?,Is this your company's industry - yes/no,26.63%,31.33%,0.00%
1692,ORE_COPPER_GOLD,00321,"Quantity of Copper produced,  Gold",Capital Stock and Other Capital,26.59%,31.29%,0.00%
1693,CLNC_CHSE_MEAS_BOARD,00327,Measures of Clinical Performance - Who chooses which measures of clinical performance to collect - Board of Directors?,Stockholders Equity,26.59%,31.28%,0.00%
1694,NC-9902C_TYPOP_SELFDSG_11,00208,Importer,Foreign Securities,26.59%,31.28%,0.00%
1695,CLOSE_MERGE,00035,Stop screen for Back of interview if case is Merged,Merged Date,26.58%,28.33%,16.67%
1696,COST4U3B2INT4,00084,"Fourth Interview, Coop, 2 Bedrms, Cost #4",EI for addition 4,26.58%,31.27%,0.00%
1697,PREMCD,00213,Previous Notes from FR to HQ,Trade Accounts and Trade Notes Receivable,26.58%,28.74%,14.29%
1698,COST3U3B0INT4,00084,"Fourth Interview, Coop, 0 Bedrms, Cost #3",EI for addition 4,26.57%,31.26%,0.00%
1699,OWN_ZIP,00044,Owner zip code,EI of company who owns,26.56%,31.25%,0.00%
1700,NAPCS_BAL,CB119,Rcptot - napcs_bltot,cb 119 for general imp,26.54%,31.22%,0.00%
1701,GOV_DEL_RET,00211,Gov Delivery - Email returned out of office,Trade Receivables from the U.S. Government,26.52%,31.20%,0.00%
1702,EMP_MAR12_LSD_REPAIR_PER,00303,Q1 LEASED EMPLOYMENT FOR REPAIR CLIENTS,Short Term Loans (Other Short Term Loans),26.51%,31.19%,0.00%
1703,COST1U3B3INT3,00083,"Third Interview, Coop, 3 Bedrms, Cost #1",EI for addition 3,26.51%,31.19%,0.00%
1704,PAT_CARE_OUT_TEST_PCT,00216,"Patient Care, Outpatient medical and diagnostic testing services",Plant and Equipment,26.50%,31.18%,0.00%
1705,RCPT_ECOMM_SOFTWARE_VAL,00214,Electronic Commerce (e-commerce) - Software,Inventories,26.49%,31.17%,0.00%
1706,PAY_ANN_LSD_ACCOMM,00110,Leased Annual Payroll for Accommodations Clients,Nonoperating expenses and income,26.49%,31.17%,0.00%
1707,EXPS_CONTRACT_VAL,00105,Cost Contract Work,Interest Expense,26.48%,31.15%,0.00%
1708,SAMPLE_WEIGHT,PACDE,Sample weight for the ENT_ID as taken from the sample input file.  This is attached to every unit associated with the ENT_ID.,Size code directly related to (and derived from) total assets.,26.48%,31.16%,0.00%
1709,PHYSLOC_ADDR_ST,00207,Physical Location State,State and Local Government Securities,26.46%,27.61%,20.00%
1710,PHYSLOC_ADDR_ST_TXT,00207,Physical location State,State and Local Government Securities,26.46%,27.61%,20.00%
1711,RCPT_CONTRACT_CENTRAL,00211,"Contract Work done by customer location,  Central America, South America, and Caribbean Zone",Trade Receivables from the U.S. Government,26.45%,31.12%,0.00%
1712,COST1U3B0INT4,00084,"Fourth Interview, Coop, 0 Bedrms, Cost #1",EI for addition 4,26.45%,31.11%,0.00%
1713,SPACE_FLOOR,PACDE,Total under-roof floor space,Size code directly related to (and derived from) total assets.,26.43%,29.14%,11.11%
1714,INC_H2O,00105,Is Water included in the rent/condo fee?,Interest Expense,26.42%,31.09%,0.00%
1715,RCPT_CONTRACT_HOUSE,00211,"Contract Work done by customer in Puerto Rico,  Household consumers",Trade Receivables from the U.S. Government,26.41%,31.07%,0.00%
1716,BENEFIT_PENSION_BEN,00105,Employer's Cost for defined benefit pension plans,Interest Expense,26.41%,31.07%,0.00%
1717,KAU_ID,00022,"For RECORD_TYP= 30 (KAUs) KAU_ID is the REPORTING_ID of the unit. For Record_TYP= 20 (MU) KAU_ID=END_ID X LOGIN_ID x GROUP_Key;  00/Company level - NULL, Reporting ID Rec type 30 = KAU 30",Employer Identification Number,26.41%,31.07%,0.00%
1718,COST9U3B1INT4,00084,"Fourth Interview, Coop, 1 Bedrms, Cost #9",EI for addition 4,26.41%,31.07%,0.00%
1719,EMP_MAR12_LSD_ADMIN,00121,Q1 LEASED EMPLOYMENT FROM ADMIN AND SUPPORT SERVICES CLIENTS,Other Credits to Retained Earning,26.41%,31.07%,0.00%
1720,PROJECT,00022,Project name on Permit,Employer Identification Number,26.41%,31.07%,0.00%
1721,PROP_MAR12_OPT,00044,"Proprietor or Partner by Occupation, Doctors of Optometry - licensed practitioners having O.D. degree",EI of company who owns,26.41%,31.07%,0.00%
1722,EMP_MAR12_LSD_EDU,00121,Q1 LEASED EMPLOYMENT FROM EDUCATION CLIENTS,Other Credits to Retained Earning,26.39%,31.05%,0.00%
1723,ORE_LEADZINC_GOLD,00217,"Quantity of Lead/Zinc produced,  Gold",Land and Mineral Rights,26.37%,31.02%,0.00%
1724,SURV_QTR_STAT,00119,Radio button if calendar quarter or other quarter,Retained Earnings at Beginning of Quarter,26.37%,28.51%,14.29%
1725,COST1U3B3INT4,00084,"Fourth Interview, Coop, 3 Bedrms, Cost #1",EI for addition 4,26.36%,31.01%,0.00%
1726,RCPT_C_ST_WI,00207,"Construction Work by State,  Wisconsin",State and Local Government Securities,26.35%,28.06%,16.67%
1727,EXPS_PRINT_VAL,00214,Purchased Printing Services,Inventories,26.34%,30.99%,0.00%
1728,COST12U3B0INT4,CB119,"Fourth Interview, Coop, 0 Bedrms, Cost #12",cb 119 for general imp,26.33%,30.98%,0.00%
1729,ORE_COPPER_SILVER,00214,"Quantity of Copper produced,  Silver",Inventories,26.33%,30.97%,0.00%
1730,ROOM_RENT_RESIDE,0122D,"Accomodations,  Number of rooms, units, or quarters primarily rented as residential quarters or units (occupied as one's primary residence)",Census Use Only -- ADJ,26.31%,30.96%,0.00%
1731,IA_PAPER_TYPOP_SELFDSG_14,00044,IA TYPOP Code - Own-brand importer and marketer,EI of company who owns,26.30%,30.94%,0.00%
1732,RCPT_CLIENT_S_TRAVEL,00001,"Class of Customer,  Travel agencies and other resellers",Is this your company's industry - yes/no,26.30%,30.94%,0.00%
1733,TOC_REPAIR_397,00001,Percent of Construction Work for Building Construction Maintenance and Repair Work,Is this your company's industry - yes/no,26.30%,30.94%,0.00%
1734,PAT_OUT_VISIT_NUM,00110,Inpatient/Outpatient Activity: Outpatient visits,Nonoperating expenses and income,26.30%,30.94%,0.00%
1735,COST11U3B1INT2,CB119,"Second Interview, Coop, 1 Bedrms, Cost #11",cb 119 for general imp,26.30%,30.94%,0.00%
1736,AFFIL_SPL_ADDR_ST,00061,"Added child establishment,  State",Number of Subsidiary Corporations,26.25%,30.88%,0.00%
