Variable Source,Variable - MDR,Similarity Score (result/cosineSimilarity.csv),Actual Result,VariableNameB (result/cosineJaccardSimilarity.csv),Similarity Score (result/cosineJaccardSimilarity.csv),Actual Result (result/cosineJaccardSimilarity.csv),VariableNameB (result/cosineSimilarityMultiple.csv),Similarity Score (result/cosineSimilarityMultiple.csv),Actual Result (result/cosineSimilarityMultiple.csv),Match (result/cosineSimilarity.csv),Match (result/cosineJaccardSimilarity.csv),Match (result/cosineSimilarityMultiple.csv)
B_RDCOST_DOM_BASIC,COST1U3B2INT4,33.70%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.69%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.70%,EXPS_RD_US_BASIC_VAL,0,0,0
B_OPR_FRANCHISED ,SELF_CHECKOUT_YES_ARCHIVE,33.70%,FRANCHISED_STAT,B_OPR_FRANCHISED ,28.61%,FRANCHISED_STAT,B_OPR_FRANCHISED ,33.70%,FRANCHISED_STAT,0,0,0
B_CONTRACTIN_TYPE ,INCOM_UNIT_BROK_FEES_PCT,33.70%,MAN_CONTRACTIN_CHKBOX,B_CONTRACTIN_TYPE ,28.67%,MAN_CONTRACTIN_CHKBOX,B_CONTRACTIN_TYPE ,33.70%,MAN_CONTRACTIN_CHKBOX,0,0,0
B_RDCOST_DOM_BASIC,COST5U3B1INT2,33.70%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.63%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.70%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST5U2B1INT0,33.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.63%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST4U3B1INT4,33.70%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.62%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.70%,EXPS_RD_US_BASIC_VAL,0,0,0
CPSTR,COST1U4B1INT0,33.70%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.66%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.70%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST10U3B0INT4,33.70%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.61%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.70%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST6U4B0INT1,33.70%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.67%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.70%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST11U4B1INT3,33.70%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.64%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.70%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST9U2B2INT0,33.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.61%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST9U3B2INT3,33.70%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.68%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.70%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST4U2B2INT0,33.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.66%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_DESIGNIN ,RCPT_ECOMM_CLOTH_VAL,33.70%,MAN_DESIGNIN_STAT,B_DESIGNIN ,28.63%,MAN_DESIGNIN_STAT,B_DESIGNIN ,33.70%,MAN_DESIGNIN_STAT,0,0,0
B_RDEXP_DOM_EMPL,EXPS_BENEFIT_LIFE_REINS,33.70%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,30.82%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.70%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM ,EXPS_INS_PREM_VAL,33.70%,EXPS_RD_DOM_DVAL,B_RDEXP_DOM ,28.66%,EXPS_RD_DOM_DVAL,B_RDEXP_DOM ,33.70%,EXPS_RD_DOM_DVAL,0,0,0
B_RDCOST_DOM_BASIC,COST9U3B1INT4,33.70%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.65%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.70%,EXPS_RD_US_BASIC_VAL,0,0,0
B_FREQCSM,PAT_VISITS_NUM,33.70%,CUST_SATISFACT_FREQ_CODE,B_FREQCSM,28.65%,CUST_SATISFACT_FREQ_CODE,B_FREQCSM,33.70%,CUST_SATISFACT_FREQ_CODE,0,0,0
B_RDCOST_DOM_BASIC,COST11U3B2INT3,33.70%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.65%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.70%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST3U2B3INT0,33.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.63%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_SALES_PCT_SERVICE,PATREV_OUTPOCKET,33.70%,SALES_SERVICE_PCT,B_SALES_PCT_GRANT,28.68%,SALES_GRANT_PCT,B_SALES_PCT_SERVICE,33.70%,SALES_SERVICE_PCT,0,0,0
B_IMPROCESS_LOG ,PRCH_TRANS_COST_AIR,33.70%,IMPROCESS_LOG_STAT ,B_IMPROCESS_LOG ,28.69%,IMPROCESS_LOG_STAT ,B_IMPROCESS_LOG ,33.70%,IMPROCESS_LOG_STAT ,0,0,0
B_RDEXP_DOM_MATERIALS,COST4U2B3INT0,33.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.63%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST10U3B1INT3,33.70%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.60%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.70%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST5U2B3INT0,33.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.61%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_COOP,AFFIL_SPL_ADDR_MUN,33.60%,COOP_PARTNER_LOC_CHKBOX,B_COOP,28.58%,COOP_PARTNER_LOC_CHKBOX,B_COOP,33.60%,COOP_PARTNER_LOC_CHKBOX,0,0,0
B_RDCOST_DOM_BASIC,COST1U3B2INT2,33.60%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.59%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.60%,EXPS_RD_US_BASIC_VAL,0,0,0
CPSTR,COST1U4B3INT0,33.60%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.59%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.60%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST8U2B1INT0,33.60%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.53%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.60%,EXPS_RD_DOM_MAT_VAL,0,0,0
WZDEPR,LIAB_CUR_LONG_BOND_LOAN_VAL,33.60%,EXPS_RSRCH_DEPR_VAL,WZDEPR,28.59%,EXPS_RSRCH_DEPR_VAL,WZDEPR,33.60%,EXPS_RSRCH_DEPR_VAL,0,0,0
EXPNS,TOTU2INT2,33.60%,EXPS_TOT_VAL,EXPNS,31.09%,EXPS_TOT_VAL,EXPNS,33.60%,EXPS_TOT_VAL,0,0,0
WEMP,RATIO_FACTOR,33.60%,EMP_MAR12_NUM,WEMP,28.57%,EMP_MAR12_NUM,WEMP,33.60%,EMP_MAR12_NUM,0,0,0
B_RDEXP_DOM_EMPL,COST7U4B1INT1,33.60%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.59%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.60%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST1U3B3INT2,33.60%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.59%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.60%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST2U2B2INT0,33.60%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.59%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.60%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST4U3B2INT2,33.60%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.55%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.60%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST7U1B3INT0,33.60%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.54%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.60%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST7U3B1INT4,33.60%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.58%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.60%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST7U3B1INT2,33.60%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.59%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.60%,EXPS_RD_US_BASIC_VAL,0,0,0
B_DESIGNIN ,RCPT_ECOMM_SLVR_DVAL,33.60%,MAN_DESIGNIN_STAT,B_DESIGNIN ,28.58%,MAN_DESIGNIN_STAT,B_DESIGNIN ,33.60%,MAN_DESIGNIN_STAT,0,0,0
B_RDCOST_DOM_BASIC,COST5U3B2INT3,33.60%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.55%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.60%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST7U3B2INT3,33.60%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.59%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.60%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST7U4B0INT1,33.60%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.57%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.60%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST5U2B2INT0,33.60%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.59%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.60%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST11U4B0INT0,33.60%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.56%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.60%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST11U4B0INT3,33.60%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.53%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.60%,EXPS_RD_DOM_EMP_VAL,0,0,0
CPSTR,COST8U4B2INT0,33.60%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.59%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.60%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST2U3B2INT2,33.60%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.59%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.60%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST7U4B3INT3,33.50%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.47%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.50%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST8U2B3INT0,33.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.51%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
CPSTR,COST1U4B2INT0,33.50%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.50%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.50%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST3U3B2INT3,33.50%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.49%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.50%,EXPS_RD_US_BASIC_VAL,0,0,0
B_OWNERNUM,HOUSE_SNGL_ATTACH_SALE,33.50%,OWNER_NUM_STAT,B_OWNERNUM,29.17%,OWNER_NUM_STAT,B_OWNERNUM,33.50%,OWNER_NUM_STAT,0,0,0
B_RDCOST_DOM_BASIC,COST11U3B2INT4,33.50%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.47%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.50%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST5U4B1INT0,33.50%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.49%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.50%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST4U3B3INT3,33.50%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.48%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.50%,EXPS_RD_US_BASIC_VAL,0,0,0
B_SALES_PCT_US_TOT,RCPT_PER_PRNT_DVAL,33.50%,SALES_US_TOT_DPCT,B_SALES_PCT_US_TOT,30.61%,SALES_US_TOT_DPCT,B_SALES_PCT_US_TOT,33.50%,SALES_US_TOT_DPCT,0,0,0
B_EMPNUM_W2_TOTAL,PAY_ROLL_BAR,33.50%,EMP_W2_TOT_DNUM,B_EMPNUM_W2_TOTAL,28.48%,EMP_W2_TOT_DNUM,B_EMPNUM_W2_TOTAL,33.50%,EMP_W2_TOT_DNUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST6U1B3INT0,33.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.45%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST4U3B3INT2,33.50%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.50%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.50%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST2U1B3INT0,33.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.48%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST8U3B1INT1,33.50%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.48%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.50%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST5U4B2INT0,33.50%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.44%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.50%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST12U1B1INT0,33.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.45%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_CONTRACTOUT_TYPE,RCPT_C_ST_ND,33.50%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,28.50%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,33.50%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_RDCOST_DOM_BASIC,COST6U3B2INT4,33.50%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.46%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.50%,EXPS_RD_US_BASIC_VAL,0,0,0
B_CONTRACTOUT_TYPE,RCPT_C_ST_CO,33.50%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,28.46%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,33.50%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_RDEXP_DOM_EMPL,COST6U4B1INT2,33.50%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.52%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.50%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST6U4B3INT3,33.40%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.40%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.40%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST7U4B1INT2,33.40%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.43%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.40%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST12U4B0INT3,33.40%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.40%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.40%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST8U2B2INT0,33.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.42%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
CPSTR,COST8U4B1INT0,33.40%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.39%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.40%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_NEWCUSTSTART_REASON,RCPT_CLIENT_U_OTH_WRTIN,33.40%,NEW_CUST_PROD_START_REASON_STAT,B_NEWCUSTSTART_REASON,28.38%,NEW_CUST_PROD_START_REASON_STAT,B_NEWCUSTSTART_REASON,33.40%,NEW_CUST_PROD_START_REASON_STAT,0,0,0
B_RDCOST_DOM_BASIC,COST12U3B1INT4,33.40%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.37%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.40%,EXPS_RD_US_BASIC_VAL,0,0,0
B_NUMKPI,NAPCS_IND,33.40%,KPI_MONITOR_NUM,B_NUMKPI,28.39%,KPI_MONITOR_NUM,B_NUMKPI,33.40%,KPI_MONITOR_NUM,0,0,0
NPRDFIELD_TOT,TOTU3INT1,33.40%,EXPS_RSRCH_FLD_TOT_DVAL,NPRDFIELD_TOT,30.29%,EXPS_RSRCH_FLD_TOT_DVAL,NPRDFIELD_TOT,33.40%,EXPS_RSRCH_FLD_TOT_DVAL,0,0,0
CPSTR,COST9U4B3INT0,33.40%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.42%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.40%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_CONTRACTOUT_TYPE,RCPT_C_ST_VA,33.40%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,28.35%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,33.40%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_RDEXP_DOM_EMPL,COST2U4B1INT3,33.40%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.42%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.40%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST12U4B2INT3,33.40%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.38%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.40%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_CONTRACTOUT_TYPE,RCPT_C_ST_HI,33.40%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,28.39%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,33.40%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_RDEXP_DOM_MATERIALS,COST4U1B3INT0,33.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.39%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_REV ,FOOD_DAYPART_6ATO11A,33.40%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,29.91%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,33.40%,CUST_TYPE_10_PCT_SALES_CHKBOX,0,0,0
B_RDEXP_DOM_MATERIALS,COST11U2B0INT0,33.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.41%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST11U1B3INT0,33.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.43%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST4U1B1INT0,33.30%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.26%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.30%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST5U3B1INT4,33.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.35%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.30%,EXPS_RD_US_BASIC_VAL,0,0,0
B_OWNERNUM,FOOD_SEATS,33.30%,OWNER_NUM_STAT,B_OWNERNUM,28.27%,OWNER_NUM_STAT,B_OWNERNUM,33.30%,OWNER_NUM_STAT,0,0,0
B_RDEXP_DOM_EMPL,COST4U4B1INT3,33.30%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.29%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.30%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST6U1B1INT0,33.30%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.33%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.30%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST4U3B2INT4,33.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.31%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.30%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDTAX_STATE,RCPT_C_ST_AK,33.30%,RSRCH_TAXCRED_ST,B_RDTAX_STATE,30.00%,RSRCH_TAXCRED_ST,B_RDTAX_STATE,33.30%,RSRCH_TAXCRED_ST,0,0,0
B_RDEXP_DOM_MATERIALS,COST12U1B2INT0,33.30%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.29%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.30%,EXPS_RD_DOM_MAT_VAL,0,0,0
CPSTR,RCPT_C_ST_CT,33.30%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.28%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.30%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_ACTIVITYUC_LOG ,OPSTAT_ADDR_ZIP_NUM,33.30%,UNAFFIL_US_LOGISTICS_STAT,B_ACTIVITYUC_LOG ,28.31%,UNAFFIL_US_LOGISTICS_STAT,B_ACTIVITYUC_LOG ,33.30%,UNAFFIL_US_LOGISTICS_STAT,0,0,0
B_RDEXP_DOM_MATERIALS,COST10U2B3INT0,33.30%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.28%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.30%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST8U3B0INT4,33.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.31%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.30%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST7U1B1INT0,33.30%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.29%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.30%,EXPS_RD_DOM_MAT_VAL,0,0,0
