,VariableNameA,VariableNameB,descriptionA,descriptionB,similarity_score,Cosine Score,Jaccard Score,result
1344,PAY_ANN_LSD_TRANS_WARE,B_OPEXPENSE ,Leased Annual Payroll from Transportation Clients,Total domestic operating expenses,34.24%,40.28%,0.00%,EXPS_TOT_VAL
1345,RCPT_BOOK_OTH_DVAL,NHUM,other media books revenue,Amount of internal research funds allocated to humanities,34.23%,40.27%,0.00%,EXPS_RSRCH_HUMANITIES_VAL
1346,RCPT_PRDSHIP_FED,B_MANACTIVITY ,"Value of product shipped by customer in Puerto Rico,  Federal government",Yes/No if business manufactured goods in the US,34.21%,40.24%,0.00%,MAN_US_STAT
1347,EMP_MAR12_LSD_AGRICULTURE,B_EMPNUM_UNPAID,Q1 LEASED EMPLOYMENT FROM AGRICULTURAL CLIENTS,Number of individuals who did work for the business but were unpaid,34.18%,40.21%,0.00%,EMP_UNPAID_NUM
1348,HOUSE_MULT_BUILD,B_OWNERNUM,"Multifamily homes started,  Number of Multifamily Buildings (apartment/condominium complexes)",Number of owners of the business,34.17%,38.24%,11.11%,OWNER_NUM_STAT
1349,PROD_CLASS_VAL_PY,B_RDEXP_FOR ,Currency amount associated with the PROD_CLASS_CODE,Amount of international R&D costs,34.16%,40.19%,0.00%,EXPS_RD_FOREIGN_VAL
1350,INV_VAL_FIFO,O1_MAJOR,"Inventories by Valuation Method, First-in, First-Out (FIFO)",Field of the highest degree achieved by the first owner prior to owning this business,34.15%,40.18%,0.00%,EDU_CODE
1351,RCPT_COMSN_AVGPCT,B_EMPTRAIN_HRS,Establishment's average commission rate earned,Average number of hours of training that employees at this business received,34.14%,38.57%,9.09%,EMP_TRAIN_HRS_AVG
1352,PAY_ANN_LSD_ARTS,WZTEMP,Leased Annual Payroll for Arts and Entertainment Clients,Amount of internal research funds allocated to contract employees ,34.12%,40.14%,0.00%,EXPS_RSRCH_CONTRACT_VAL
1353,EMP_MAR12_PHYS,B_EMPNUM_RDFTE_TOTAL,"Employment By Occupation, Doctors/Physicians - licensed practitioners having M.D. degree",Full-time equivalent of the R&D employees,34.12%,40.14%,0.00%,EMP_FTE_RD_NUM
1354,NUMUNITS,B_OWNERNUM,"Number of total units for indicated type of unit (Unfurnished, Furnished, Co-op, or Condo)",Number of owners of the business,34.12%,38.53%,9.09%,OWNER_NUM_STAT
1355,INV_E_IVAL_TOT_DVAL,B_IMPROCESS_LOG ,Inventory Valuation Methods: CY LIFO and non-LIFO,"Whether the business introduced new or improved methods for logistics, delivery or distribution methods",34.11%,38.52%,9.09%,IMPROCESS_LOG_STAT 
1356,PATNT_CARE_OTHR_WRTIN,B_INNOV_SERV,"Patient Care Services Offered,  Other patient services write-in description",Whether the business introduced new or improved services,34.11%,38.17%,11.11%,NEW_IMPROVE_SERVICES_STAT
1357,PAT_OUT_VISIT_NUM,RESP_BUS_DESC,Inpatient/Outpatient Activity: Outpatient visits,Primary business activity,34.10%,37.18%,16.67%,NAICS_DESC_TXT
1358,CLASS_FISHFLEET,B_REV ,"Class of Customer,  Fishing fleets",Types of customers that accounted for 10% or more of total sales,34.09%,40.11%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
1359,SOMA_CASEID,B_OWNERNUM,Sequential Control number assigned by sponsor.,Number of owners of the business,34.09%,37.17%,16.67%,OWNER_NUM_STAT
1360,RCPT_PRDSHIP_GOVLOCAL,B_MANACTIVITY ,"Value of product shipped by customer in Puerto Rico,  Local government",Yes/No if business manufactured goods in the US,34.07%,40.08%,0.00%,MAN_US_STAT
1361,PAY_ANN_LSD_HEALTH,WZWAGE,Leased Annual Payroll from Health care Clients,Amount of internal research funds allocated to payroll for internal employees,34.02%,38.26%,10.00%,EXPS_RSRCH_PAYROLL_VAL
1362,ELEC_SOLD_KWH_NUM,B_SALES_TOT_US,Quantity of Electricity Sold or Transferred to Other Establishments,"Amount of sales, revenue, and grants from domestic operations",34.02%,40.03%,0.00%,SALES_US_TOT_VAL
1363,CARE,B_IMPROCESS_ADMIN ,Management provides assistance with personal care,Whether the business introduced new or improved methods for administration and management activities,34.01%,38.25%,10.00%,IMPROCESS_ADMIN_STAT
1364,PRCH_OFFICE,B_COOP,Purchased Office supplies,"Suppliers of equipment, materials, components, or software outside your business group ",34.01%,40.01%,0.00%,COOP_PARTNER_LOC_CHKBOX
1365,OPSTAT_WRTIN,B_PRODSVC_PROB,"Operational Status,  Write-in description",The actions taken when a production or service problem arose ,33.99%,39.99%,0.00%,PRODSVC_PROB_CODE
1366,INV_E_LIFO_VAL,EXPNS,LIFO valuation method (gross),Amount of total expenses,33.99%,39.98%,0.00%,EXPS_TOT_VAL
1367,AIES_RECORD_TYPE,B_TYPS_WRKS,Type of establishment being processed (One of the 4 types of KAUs and one of the 4 types of Estabs),Types of workers that were used by the business,33.96%,37.99%,11.11%,WRKR_TYPE_CHKBOX
1368,BEDNONEU1,RDALE,Total Efficiencies for Type 1,Total number of full-time equivalents working on research activities,33.96%,37.75%,12.50%,EMP_FTE_RSRCH_TOT_DNUM
1369,SPACE_SELL,B_EXPCOST_BLDG,Total under-roof selling space,R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,33.94%,39.93%,0.00%,CAPEX_RD_OPS_BLDG_VAL
1370,RCPT_PRDSHIP_PR,B_MANACTIVITY ,"Value of product shipped by customer location, Puerto Rico",Yes/No if business manufactured goods in the US,33.93%,39.91%,0.00%,MAN_US_STAT
1371,INV_E_AVG_VAL,B_EXPCOST_EQUIP,"Inventory Valuation Methods: CY, AVG Cost",R&D capital expenditures for equipment,33.91%,39.89%,0.00%,CAPEX_RD_OPS_EQUIP_VAL
1372,TOTU4INT3,B_EXPCOST_BLDG,"Total Condo Units, Third Intv",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,33.91%,39.89%,0.00%,CAPEX_RD_OPS_BLDG_VAL
1373,PAY_ANN_LSD_REPAIR_PER,B_OPEXPENSE ,Leased Annual Payroll from Repair Services Clients,Total domestic operating expenses,33.91%,39.89%,0.00%,EXPS_TOT_VAL
1374,PAY_ROLL_SHEET,B_EMPNUM_W2_TOTAL,"Steel Mill Department Wages, Sheet and strip mills",Total number of W2 paid employees and owners,33.88%,39.86%,0.00%,EMP_W2_TOT_DNUM
1375,NUM_FLOORS,B_OWNERNUM,Number of floors in building,Number of owners of the business,33.88%,35.45%,25.00%,OWNER_NUM_STAT
1376,RCPT_FOOD_CNTRC,B_SALES_PCT_SERVICE,"Contract Feeding,  percentage of this establishment's total sales and receipts from providing food service UNDER CONTRACT to another company; a hospital; or a governmental, penal, or educational institution to feed its employees, patients, inmates, passengers, students, etc.","Percent of domestic sales, revenues, and grants coming from selling services to customers",33.87%,39.24%,3.45%,SALES_SERVICE_PCT
1377,MRCH_ECOMMERCE_DVAL,B_REV ,sum of ecommerce merchadise lines,Types of customers that accounted for 10% or more of total sales,33.87%,39.85%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
1378,PAY_ROLL_TIN,B_EMPNUM_W2_TOTAL,"Steel Mill Department Wages, Tinmills",Total number of W2 paid employees and owners,33.85%,39.83%,0.00%,EMP_W2_TOT_DNUM
1379,ELEC_PRCH_KWH,EXPNS,Quantity of purchased electricity,Amount of total expenses,33.85%,39.82%,0.00%,EXPS_TOT_VAL
1380,SE_FOR_CUR_TRANSADJ_VAL,B_RDEXP_FOR ,Cumulative foreign currency translation adjustment,Amount of international R&D costs,33.84%,39.81%,0.00%,EXPS_RD_FOREIGN_VAL
1381,OPSTAT_ADDR_ST_TXT,B_SALES_TOT_US,Operational Status: Sold or Leased State,"Amount of sales, revenue, and grants from domestic operations",33.84%,39.82%,0.00%,SALES_US_TOT_VAL
1382,PROCESS_DIV_CODE_TXT,B_PARENTCO_FOREIGN,Economic division of an entity based on industry classification and various other characteristics from survey results or administrative records,Yes/No if business is a majority-owned subsidiary of a foreign company,33.83%,39.80%,0.00%,OWNED_FOREIGN_STAT
1383,INV_VAL_LIFO_END,O1_OTH_BUS,"Inventories by Valuation Method, Last-in, First-Out (LIFO), End of Year","Status of the previous business, other than this one, that the first owner started",33.82%,39.79%,0.00%,PREV_BUS_OWN_CODE
1384,SUBMIT_DATE,RESP_REMARKS,Date for Data Submitted,Remarks about reported data,33.82%,36.26%,20.00%,REMARKS_WRTIN_TXT
1385,EXPS_BENEFIT_LIFE,B_RDEXP_DOM_EMPL,"Benefits Paid, Life insurance and annuities","Amount of domestic R&D costs going to salaries, wages, and benefits",33.81%,37.57%,12.50%,EXPS_RD_DOM_EMP_VAL
1386,INV_VAL_NLIFO_TOT_BGN,B_IMPROCESS_MAN ,"Inventories by Valuation Method, Total Non-LIFO methods,  Beginning of Year",Whether the business introduced new or improved methods for producing goods or providing services,33.81%,38.60%,6.67%,IMPROCESS_MAN_STAT
1387,CLNC_SEE_PERF_PUBL,B_FREQKPI,Measures of Clinical Performance - Who sees your organization's measures of clinical performance - On public display?,How frequently key performance indicators are monitored by this business,33.81%,37.57%,12.50%,KPI_MONITOR_FREQ_CODE
1388,CERT_DATE_TO_YEAR,EXTERNALCPA,"Certification,  Year covered by this report (to)","Did this company retain an external Certified Public Accountant to conduct an audit, review, or compilation of its financial statements",33.80%,39.77%,0.00%,CPA_EXTRN_RETAIN_CODE
1389,AGENTPHONE,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",Agent phone,Contact Information: Phone,33.80%,35.35%,25.00%,CERT_PHONE_NUM
1390,CLASS_OTH_WRTIN,B_REV ,"Class of Customer,  Other write-in description",Types of customers that accounted for 10% or more of total sales,33.78%,39.74%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
1391,RCPT_PRDSHIP_FOOD,B_MANACTIVITY ,"Value of product shipped by customer in Puerto Rico,  Hotels, restaurants, food services, and drinking places",Yes/No if business manufactured goods in the US,33.78%,39.74%,0.00%,MAN_US_STAT
1392,ASSET_TRADE_REC_GOV_VAL,B_SALES_TOT_US,Trade receivables from the U.S. Government,"Amount of sales, revenue, and grants from domestic operations",33.77%,39.72%,0.00%,SALES_US_TOT_VAL
1393,EXPS_BENEFIT_HOMEPC_INS,B_OPEXPENSE ,"Benefits Paid, Homeowners multiple peril insurance",Total domestic operating expenses,33.77%,39.73%,0.00%,EXPS_TOT_VAL
1394,EMP_MAR12_LSD_REAL_ESTATE,B_EMPNUM_UNPAID,Q1 LEASED EMPLOYMENT FOR REAL ESTATE CLIENTS,Number of individuals who did work for the business but were unpaid,33.73%,39.69%,0.00%,EMP_UNPAID_NUM
1395,RCPT_CONWRK_R_GT50_NO,B_CONTRACTOUT,"Contract Work done by customer location,",Yes/No if business contracted out manufacturing tasks,33.70%,39.65%,0.00%,MAN_CONTRACTOUT_STAT
1396,PAY_ELEC,B_EMPNUM_W2_TOTAL,"Steel Mill Department Wages, Electric arc furnaces",Total number of W2 paid employees and owners,33.68%,39.63%,0.00%,EMP_W2_TOT_DNUM
1397,INV_LIFO_RSV_END,B_CEASED_DATE_ YEAR ,"Inventories, LIFO reserve,  End of Year",Year the business ceased operation,33.64%,37.37%,12.50%,OPSTAT_CEASED_YEAR_DATE
1398,OPSTAT_SY_STAT,B_ACTIVITYUC_ENG ,Operational Status: Survey year activity,Yes/No if domestic unaffiliated companies conducted engineering for this business,33.64%,39.58%,0.00%,UNAFFIL_US_ENGINEER_STAT
1399,RCPT_UFO_NO,B_OPR_CEASED,Unfilled orders yes/no response,Yes/No if business has ceased operation,33.64%,37.06%,14.29%,OPSTAT_CEASED_STAT
1400,HOTEL_MNG_EIN_NUM,B_OWNERNUM,Management of Hotel: EIN of management company,Number of owners of the business,33.63%,39.56%,0.00%,OWNER_NUM_STAT
1401,COST_AUX_TRANS_FUEL,B_TYPS_WRKS,"Auxiliary establishments,  Purchased fuels for transportation equipment",Types of workers that were used by the business,33.63%,39.57%,0.00%,WRKR_TYPE_CHKBOX
1402,PAY_COKE,B_CONTRACTOUT_TYPE,"Steel Mill Department Wages, Coke Ovens",Type of companies that manufacturing was contracted out to ,33.61%,39.54%,0.00%,MAN_CONTRACTOUT_CHKBOX
1403,RCPT_PVTHLTH_INS_VAL,B_RDEXP_DOM_EMPL,"Net patient revenues from private health insurance, including Medicare and Medicaid managed care plans","Amount of domestic R&D costs going to salaries, wages, and benefits",33.57%,39.50%,0.00%,EXPS_RD_DOM_EMP_VAL
1404,INCOM_UNIT_BROK_INTER_PCT,B_SALES_PCT_US_TOT,"Brokering and Dealing Products, Interest income from trading accounts","Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",33.56%,39.48%,0.00%,SALES_US_TOT_DPCT
1405,ROBOT_PURCHASE,WZMTR,Number of industrial robots PURCHASED for this plant,Amount of internal research funds allocated to machinery and supplies,33.55%,39.47%,0.00%,EXPS_RSRCH_MAT_SUP_VAL
1406,COST_ENT_UTIL_OTH,B_DESIGNOUT ,"Enterprise payments for other establishments,  Water, sewer, refuse removal, and other utility payments",Yes/No if business provided design for goods that were contracted out,33.54%,39.46%,0.00%,MAN_DESIGNOUT_STAT
1407,CERT_DATE_TO_MONTH,EXTERNALCPA,"Certification,  Month covered by this report (to)","Did this company retain an external Certified Public Accountant to conduct an audit, review, or compilation of its financial statements",33.50%,39.42%,0.00%,CPA_EXTRN_RETAIN_CODE
1408,RCPT_NEWS_PRNT_PCT,B_SALES_PCT_US_TOT,Source of Newspaper Revenue: Print,"Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",33.50%,37.21%,12.50%,SALES_US_TOT_DPCT
1409,INV_B_OTHNL_VAL,B_IMPROCESS_LOG ,"Inventory Valuation Methods: PY, Other Non-LIFO","Whether the business introduced new or improved methods for logistics, delivery or distribution methods",33.48%,37.79%,9.09%,IMPROCESS_LOG_STAT 
1410,PAY_ANN_LSD_RETAIL,B_DESIGNOUT ,Leased Annual Payroll from Retail Clients,Yes/No if business provided design for goods that were contracted out,33.47%,39.37%,0.00%,MAN_DESIGNOUT_STAT
1411,RCPT_FOOD_CNTRC_HOSP,B_CONTRACTOUT_TYPE,"Contract Feeding,  Hospitals",Type of companies that manufacturing was contracted out to ,33.44%,39.34%,0.00%,MAN_CONTRACTOUT_CHKBOX
1412,INV_CY_LIFO_VAL,B_IMPROCESS_LOG ,Inventory Valuation Methods: CY LIFO,"Whether the business introduced new or improved methods for logistics, delivery or distribution methods",33.42%,37.55%,10.00%,IMPROCESS_LOG_STAT 
1413,RCPT_PAT_OUT_PCT,B_SALES_PCT_SERVICE,Inpatient/Outpatient Revenue: Outpatient care services,"Percent of domestic sales, revenues, and grants coming from selling services to customers",33.41%,37.83%,8.33%,SALES_SERVICE_PCT
1414,ADD_OPEN_DATE,B_INNOV_SERV,New Establishment: Open date,Whether the business introduced new or improved services,33.41%,36.79%,14.29%,NEW_IMPROVE_SERVICES_STAT
1415,BENEFIT_PENSION_CON_PY,WZTEMP,Employer's Cost for defined contribution pension plans  Prior Year,Amount of internal research funds allocated to contract employees ,33.40%,39.29%,0.00%,EXPS_RSRCH_CONTRACT_VAL
1416,CHILD_FORM_MAILED,RESP_EMAIL  ,Child Form Mailed,Contact Information: Email,33.38%,39.27%,0.00%,CERT_EMAIL_TXT
1417,EMP_MAR12_LSD_ACCOMM,B_EMPNUM_UNPAID,Q1 LEASED EMPLOYMENT FROM ACCOMODATION CLIENTS,Number of individuals who did work for the business but were unpaid,33.35%,39.23%,0.00%,EMP_UNPAID_NUM
1418,DIRECT_PREM_HOMEPC_INS,B_OPEXPENSE ,"Direct Premiums Earned,  Homeowners multiple peril insurance",Total domestic operating expenses,33.34%,39.23%,0.00%,EXPS_TOT_VAL
1419,CLASS_GOV_FED,B_COOP,"Class of Customer,  Federal government","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",33.31%,38.39%,4.55%,COOP_PARTNER_LOC_CHKBOX
1420,INCOM_BEF_INCOM_TAX_VAL,O1_PRIM_SRC_INCOM,Income (loss) before income taxes,"Yes/No if the business provided the first owner's primary source of persStatus of the previous business, other than this one, that the first owner startedonal income",33.31%,37.43%,10.00%,PRIM_SRC_INCOM_CODE
1421,RCPT_CLIENT_S_FEDGOV,B_COOP,"Class of Customer, Federal government","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",33.31%,38.39%,4.55%,COOP_PARTNER_LOC_CHKBOX
1422,GOV_DEL_RET,RESP_EMAIL  ,Gov Delivery - Email returned out of office,Contact Information: Email,33.30%,36.66%,14.29%,CERT_EMAIL_TXT
1423,EMP_MAR12_SPEECHPTH,EMPC,"Employment By Occupation, Speech-language pathologists",Number of contract employes working on research activities,33.30%,39.18%,0.00%,EMP_RSRCH_CONTRACT_NUM
1424,EXPS_BENEFIT_SUREPC_INS,B_RDEXP_DOM_EMPL,"Benefits Paid, Surety and related insurance","Amount of domestic R&D costs going to salaries, wages, and benefits",33.29%,36.96%,12.50%,EXPS_RD_DOM_EMP_VAL
1425,EXPS_FUEL_VAL,B_RDEXP_DOM_MATERIALS,Cost of fuels,Amount of domestic R&D costs going to materials and supplies,33.27%,39.15%,0.00%,EXPS_RD_DOM_MAT_VAL
1426,SPACE_FOR_CLNC_NO,B_COLLABG_WORKSHOP ,Did this establishment operate or lease space to a retail health clinic?,Yes/No if business attended workshops or seminars hosted by federal laboratories,33.26%,39.13%,0.00%,COLLABG_WORKSHOP_STAT
1427,INV_PY_TOT_DVAL,B_IMPROCESS_LOG ,"Inventory Valuation Methods: PY, LIFO and non-LIFO","Whether the business introduced new or improved methods for logistics, delivery or distribution methods",33.26%,37.53%,9.09%,IMPROCESS_LOG_STAT 
1428,PAY_BLAST,B_EMPNUM_W2_TOTAL,"Steel Mill Department Wages, Blast Furnaces",Total number of W2 paid employees and owners,33.25%,39.12%,0.00%,EMP_W2_TOT_DNUM
1429,NDIST_LRN_IN_PERS_PCT,B_EMPTRAIN,"Modes of Instruction,  Instructor-led learning at own facility",The areas covered by employee training,33.25%,39.12%,0.00%,EMP_TRAIN_AREA_CHKBOX
1430,LGL_FORM_CODE_NUM,AFFILWI ,Legal form-of-organization code based on administrative records. The LGL_FORM_CODE is assigned in the EIN_UNITS and transferred to the EMPLOYER_UNITS. The EMPLOYER_UNITS code is carried to the SURVEY_UNITS_CENSUS table or SURVEY_UNITS_COS_ASM table.,Details on affiliated organization ,33.25%,38.08%,5.88%,AFFIL_ORG_TXT
1431,SPACE_FLOOR,CPSTR,Total under-roof floor space,Total capital expenditures for research operations that went towards buildings and land improvement,33.25%,37.35%,10.00%,CAPEX_RSRCH_BUILD_VAL
1432,INCOM_EXPS_EXTROR_DBCRD_VAL,B_CRDAMT,"Extraordinary gains (losses), net of taxes - principal debits and credits that contribute - Amount",Total amount of credit that was requested and received ,33.24%,39.10%,0.00%,CREDIT_AMT_RECEIVED_STAT
1433,RCPT_PRDSHIP_CENTRAL,B_RSREASON,"Value of product shipped by customer location, Central America, South America, Carribbean Zone",Reasons why business moved production from another country to the US ,33.24%,39.11%,0.00%,PRD_RESHORE_RSN_CHKBOX
1434,PROP_MAR12_MTLHEALTH,B_EMPNUM_RDFTE_TOTAL,"Proprietor or Partner by Occupation, Licensed/certified mental health service providers, including psychiatric nurses, licensed social workers, counselors and marriage and family therapists; and other mental health service providers without M.D. or D.O. degree",Full-time equivalent of the R&D employees,33.23%,39.09%,0.00%,EMP_FTE_RD_NUM
1435,EXPS_NETFEE_VAL,B_RDEXP_DOM_PARTNR,Network Compensation Fees (networks only),Amount of domestic R&D costs going to payments to others for R&D,33.23%,39.10%,0.00%,EXPS_RD_DOM_PARTNER_VAL
1436,RCPT_PRDSHIP_R,B_MANACTIVITY ,"Value of product shipped by customer in Puerto Rico,  Retailers",Yes/No if business manufactured goods in the US,33.23%,39.10%,0.00%,MAN_US_STAT
1437,OPSTAT_ADDR_CITY_TXT,B_OPR_CEASED,Operational Status: Sold or Leased City,Yes/No if business has ceased operation,33.22%,39.09%,0.00%,OPSTAT_CEASED_STAT
