,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
1672,SOMA_LETTER,00206,Advanced Letter Information,Commercial and Finance company Paper 206 Commercial and Finance Company paper of US issuers Commercial and Finance Company Paper of U.S. issuers,33.60%
1673,COST11U1B0INT4,CPAY,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #11",current PAY from BR nan nan,33.60%
1674,MEDIA_SUB_OTHER_PCT,00320,"Subscription Media, Other media, including CD-ROM/DVD-ROM, diskette or cassette, and microform",All Other noncurrent liabilities     320 All Other Non-current Liabilities All Other Noncurrent Liabilities,33.60%
1675,HEALTH_LOC_PHAR_RETL_NO,00103,Was this establishment involved in the operation of a retail health clinic?,Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,33.60%
1676,RCPT_C_ST_IN,00308,"Construction Work by State,  Indiana",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),33.60%
1677,COST12U3B1INT2,CPAY,"Second Interview, Coop, 1 Bedrms, Cost #12",current PAY from BR nan nan,33.60%
1678,RCPT_ADMSNS_PCT,00305,"Admissions to events, theater, games, etc.",Advances and Prepayments by U.S. Gov 305 Advances and Prepayments by the US GOV Advances and Prepayments by the U.S. Gov,33.60%
1679,ORE_SILVER_COPPER,00223,"Quantity of Silver produced,  Copper",Total Assets                         223 Total Assets Total Assets,33.60%
1680,ORE_COPPER_GOLD,00217,"Quantity of Copper produced,  Gold",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,33.60%
1681,COST10U3B1INT4,CPAY,"Fourth Interview, Coop, 1 Bedrms, Cost #10",current PAY from BR nan nan,33.60%
1682,RCPT_C_ST_NV,00217,"Construction Work by State,  Nevada",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,33.60%
1683,PROP_MAR12_DENT,00061,"Proprietor or Partner by Occupation,  Dentists - licensed practitioners having D.M.D., D.D.S., or D.D.Sc. Degree",Number of Subsidiary corps Number of Subsidiary Corporations Number of Subsidiary Corporations,33.50%
1684,COST10U1B0INT0,CPAY,"Initial Interview, Unfurnished, 0 Bedrms, Cost #10",current PAY from BR nan nan,33.50%
1685,COST9U1B0INT2,CPAY,"Second Interview, Unfurnished, 0 Bedrms, Cost #9",current PAY from BR nan nan,33.50%
1686,SOMA_THANKS,FNLRN,Final Thank You Screen,Final Return Indicator nan nan,33.50%
1687,PAT_CARE_OUT_VISIT_PCT,00110,"Patient Care, Outpatient visits and consultations - evaluation and management services",NONOPERATING INCOME and EXPENSES     110 Nonoperating expenses and income Nonoperating Income and Expenses,33.50%
1688,EXPS_PROFLIAB_VAL,00315,Professional Liability Insurance,All Other Current Liabilities        315 All Other Current Liabilities. All Other Current Liabilities,33.50%
1689,BED3,00312,"Number of total 3 bedrooms for indicated type of unit (Unfurnished, Furnished, Co-op, or Condo)",Current Portion Long Term Debt-Other 312 Current Portion Long Term Debt-Other Current Portion Long Term Debt-Other,33.50%
1690,COST1U3B0INT0,CPAY,"Initial Interview, Coop, 0 Bedrms, Cost #1",current PAY from BR nan nan,33.50%
1691,COST7U3B1INT4,P3PAY,"Fourth Interview, Coop, 1 Bedrms, Cost #7",PRIOR PRIOR PRIOR qt payroll from BR nan nan,33.40%
1692,RCPT_C_ST_SC,00207,"Construction Work by State,  South Carolina",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,33.40%
1693,COST11U4B1INT4,00105,"Fourth Interview, Condo, 1 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,33.40%
1694,COST10U3B1INT1,CPAY,"First Interview, Coop, 1 Bedrms, Cost #10",current PAY from BR nan nan,33.40%
1695,RCPT_CUST_SUBLIN_IND_PCT,00320,"Class of Customer: Subscriber Line Charges, Individual",All Other noncurrent liabilities     320 All Other Non-current Liabilities All Other Noncurrent Liabilities,33.40%
1696,NC-9902C_TYPOP_SELFDSG_11,00208,Importer,Foreign Securities                   208 Foreign Securities Foreign Securities,33.40%
1697,MAJOR_ACT_CODE_WRTIN_TXT,00221,Major Activity Code: Primary products or services,All Other Non-current assets         221 All Other Non-current Assets All Other Non-current Assets,33.40%
1698,COST9U3B1INT3,CPAY,"Third Interview, Coop, 1 Bedrms, Cost #9",current PAY from BR nan nan,33.40%
1699,PROP_MAR12_AUDIO,00044,"Proprietor or Partner by Occupation, Audiologists",EI of company who owns EI of company who owns EI of company who owns,33.30%
1700,COST4U3B0INT1,CPAY,"First Interview, Coop, 0 Bedrms, Cost #4",current PAY from BR nan nan,33.30%
1701,EMP_MAR12_LGL,00022,"Employment By Occupation, Legal",EI of corp Employer Identification Number Employer Identification Number,33.30%
1702,COST6U3B1INT2,CPAY,"Second Interview, Coop, 1 Bedrms, Cost #6",current PAY from BR nan nan,33.30%
1703,BENEFIT_LGL,CPAY,"Fringe Benefits, Legally Required",current PAY from BR nan nan,33.30%
1704,HQNOTES,00206,Notes section within the SOMA where FRs can send a direct note to the survey sponsor.,Commercial and Finance company Paper 206 Commercial and Finance Company paper of US issuers Commercial and Finance Company Paper of U.S. issuers,33.30%
1705,COST7U1B0INT4,CPAY,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #7",current PAY from BR nan nan,33.30%
1706,COST9U3B1INT1,CPAY,"First Interview, Coop, 1 Bedrms, Cost #9",current PAY from BR nan nan,33.30%
1707,COST11U2B3INT0,00105,"Initial Interview, Furnished, 3 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,33.30%
1708,COST5U3B0INT3,CPAY,"Third Interview, Coop, 0 Bedrms, Cost #5",current PAY from BR nan nan,33.30%
1709,COST11U3B1INT4,CPAY,"Fourth Interview, Coop, 1 Bedrms, Cost #11",current PAY from BR nan nan,33.30%
1710,HOUSEKEEP,00219,Management provides housekeeping?,Net Property Plant and Equipment     219 NET PPE Net PPE,33.30%
1711,COST8U1B0INT2,CPAY,"Second Interview, Unfurnished, 0 Bedrms, Cost #8",current PAY from BR nan nan,33.20%
1712,ORE_LEADZINC_COPPER,00217,"Quantity of Lead/Zinc produced,  Copper",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,33.20%
1713,DUPFACT,PACDE,Unit duplication factor,PA Code Size code directly related to (and derived from) total assets. nan,33.20%
1714,AFFIL_SPL_TYPOP_SELFDSG_WRT,00219,"Added child establishment,   Type of operation write-in description",Net Property Plant and Equipment     219 NET PPE Net PPE,33.20%
1715,BR_STAT,00031,Indicator of Active Stat from BR,Corp status active/discontinued/merged Corporation Status Active/Discontinued/Merged Corporation Status Active/Discontinued/Merged,33.20%
1716,VER_NUM_UNITS,00219,Verify Number of Units in building,Net Property Plant and Equipment     219 NET PPE Net PPE,33.20%
1717,PERMBUILDNUM,00113,Permit Building Number - Building number of permit,Provision for income taxes (STATE)   113 Provision for Income Taxes (STATE) Provision for domestic income taxes (STATE),33.20%
1718,EMP_SUM_PRDWRK,P2PAY,Manufacturing:  Sum of Production Workers,Prior Prior quarter payroll from BR nan nan,33.20%
1719,COST1U3B0INT2,CPAY,"Second Interview, Coop, 0 Bedrms, Cost #1",current PAY from BR nan nan,33.20%
1720,COST8U3B1INT2,CPAY,"Second Interview, Coop, 1 Bedrms, Cost #8",current PAY from BR nan nan,33.20%
1721,EXPS_BENEFIT_ACCDNT,00314,"Benefits Paid, Accident insurance",All Other Current Liabilities        314 All Other Current Liabilities. All Other Current Liabilities,33.20%
1722,RCPT_C_ST_VA,00308,"Construction Work by State,  Virginia",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),33.20%
1723,ROBOT_INDST_PRCH_NUM,00216,Robotics: Purchased,Plant and Equipment                  216 Plant and Equipment Plant and Equipment,33.20%
1724,COST10U3B1INT3,CPAY,"Third Interview, Coop, 1 Bedrms, Cost #10",current PAY from BR nan nan,33.20%
1725,COST12U1B0INT1,CPAY,"First Interview, Unfurnished, 0 Bedrms, Cost #12",current PAY from BR nan nan,33.10%
1726,RCPT_C_ST_PA,00308,"Construction Work by State,  Pennsylvania",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),33.10%
1727,HOTEL_MNG_NAME_TXT,00041,Management of Hotel: Name of management company,Owned by another company-NO/YES Owned by another company - No/Yes Owned by another Company-No/Yes,33.10%
1728,FIELD_REP_ID,00022,Field Representative ID (FRID),EI of corp Employer Identification Number Employer Identification Number,33.10%
1729,CHILD_FORM_MAILED,DOCDE,Child Form Mailed,IRS Form nan nan,33.10%
1730,FGINFO_PHONE,CB116,Phone number,cb 116 nan nan,33.10%
1731,RCPT_FOOD_CNTRC_OTH,00216,"Contract Feeding,  Other",Plant and Equipment                  216 Plant and Equipment Plant and Equipment,33.10%
1732,COST11U3B1INT2,CPAY,"Second Interview, Coop, 1 Bedrms, Cost #11",current PAY from BR nan nan,33.10%
1733,PHYSLOC_ADDR_ST_TXT,00308,Physical Address: State,Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),33.10%
1734,RCPT_C_ST_AK,00308,"Construction Work by State,  Alaska",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),33.10%
1735,RCPT_CONTRACT_VI,00109,"Contract Work done by customer location,  Virgin Islands",Income (loss) of foreign branches    109 Income loss of foreign branches Income loss of foreign branches,33.10%
1736,NAICS_WRTIN_TXT,00104,Primary Business or Activity: Description write-in,Income (loss) from operations        104 Income (loss) from Operation Income (loss) from operations,33.10%
1737,EMP_MAR12_LSD_MGMT,P3PAY,Q1 LEASED EMPLOYMENT FOR MANAGEMENT CLIENTS,PRIOR PRIOR PRIOR qt payroll from BR nan nan,33.10%
1738,COST12U3B1INT3,CPAY,"Third Interview, Coop, 1 Bedrms, Cost #12",current PAY from BR nan nan,33.10%
1739,NO_ABSORB,CB,Calculate if no units have been absorbed,Zero for cb nan nan,33.10%
1740,SOMA_INTNMBR,00022,Interview Number,EI of corp Employer Identification Number Employer Identification Number,33.00%
1741,COST8U3B1INT4,CPAY,"Fourth Interview, Coop, 1 Bedrms, Cost #8",current PAY from BR nan nan,33.00%
1742,RECORD_NAME1,TXYYN,The updates to Name,tax year updated nan nan,33.00%
1743,RECORD_NAME2_TXT,00212,Physical Address: Name 2,Other Trade Accounts                 212 Other Trade Accounts Other Trade Accounts,33.00%
1744,COST12U3B1INT1,CPAY,"First Interview, Coop, 1 Bedrms, Cost #12",current PAY from BR nan nan,33.00%
1745,COST11U4B1INT0,00105,"Initial Interview, Condo, 1 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,33.00%
1746,COST4U3B0INT3,CPAY,"Third Interview, Coop, 0 Bedrms, Cost #4",current PAY from BR nan nan,33.00%
1747,COST4U1B0INT4,CPAY,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #4",current PAY from BR nan nan,33.00%
1748,COST1U3B0INT1,CPAY,"First Interview, Coop, 0 Bedrms, Cost #1",current PAY from BR nan nan,33.00%
1749,HOURS_ROLL_TIN,CPAY,"Steel Mill Department Worker Hours,  Tinmills",current PAY from BR nan nan,33.00%
1750,COST5U1B0INT4,CPAY,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #5",current PAY from BR nan nan,32.90%
1751,SENSITIVITY,PACDE,Data sensitivity of the records in this file.,PA Code Size code directly related to (and derived from) total assets. nan,32.90%
1752,RCPT_BRDBND_BUN_PCT,00101,Percentage of receipts for broadband internet access from “bundled” services,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",32.90%
1753,PRCH_EXSOFT_PY,00034,"Purchased prepackaged, custom-coded or vendor-customized software   Prior Year",Discontinued Date Discontinued Date Discontinued Date,32.90%
1754,COST2U3B0INT1,CPAY,"First Interview, Coop, 0 Bedrms, Cost #2",current PAY from BR nan nan,32.90%
1755,BIRTH_ADJ,00117,Birth/death adjustment,Cumulative Effect of Accting Changes-117 Cumulative Effect of Accounting Changes Cumulative Effect of Accounting Changes,32.90%
1756,AFFIL_SPL_NAME,00219,"Added child establishment,   Name",Net Property Plant and Equipment     219 NET PPE Net PPE,32.90%
1757,COST10U3B2INT0,CPAY,"Initial Interview, Coop, 2 Bedrms, Cost #10",current PAY from BR nan nan,32.90%
1758,RCPT_C_ST_IL,00113,"Construction Work by State,  Illinois",Provision for income taxes (STATE)   113 Provision for Income Taxes (STATE) Provision for domestic income taxes (STATE),32.90%
1759,RCPT_C_ST_MT,00308,"Construction Work by State,  Montana",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),32.90%
1760,COST3U3B0INT4,CPAY,"Fourth Interview, Coop, 0 Bedrms, Cost #3",current PAY from BR nan nan,32.90%
1761,PATNT_CARE_PREVNT,00320,"Patient Care Services Offered,  Other preventive health care services, including biometric screenings or lab tests",All Other noncurrent liabilities     320 All Other Non-current Liabilities All Other Noncurrent Liabilities,32.90%
1762,RCPT_C_ST_NC,00308,"Construction Work by State,  North Carolina",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),32.80%
1763,COST11U3B1INT1,CPAY,"First Interview, Coop, 1 Bedrms, Cost #11",current PAY from BR nan nan,32.80%
1764,CLASS_HOUSE,00101,"Class of Customer,  Household consumers and individuals","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",32.80%
1765,COST9U1B1INT4,CPAY,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #9",current PAY from BR nan nan,32.80%
1766,COST11U1B0INT2,CPAY,"Second Interview, Unfurnished, 0 Bedrms, Cost #11",current PAY from BR nan nan,32.80%
1767,RCPT_CLIENT_S_INDIV,00101,"Class of Customer, Household consumers and individuals","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",32.80%
1768,IA_PAPER_TYPOP_WRTIN_77,00094,IA TYPOP - Write-In,EI for Deletion 4 EI for Deletion 4 EI for Deletion 4,32.80%
1769,PROP_MAR12_OPT,00044,"Proprietor or Partner by Occupation, Doctors of Optometry - licensed practitioners having O.D. degree",EI of company who owns EI of company who owns EI of company who owns,32.80%
1770,RCPT_C_ST_LA,00113,"Construction Work by State,  Louisiana",Provision for income taxes (STATE)   113 Provision for Income Taxes (STATE) Provision for domestic income taxes (STATE),32.80%
1771,RCPT_C_ST_CT,00308,"Construction Work by State,  Connecticut",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),32.80%
1772,RCPT_C_ST_OR,00217,"Construction Work by State,  Oregon",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,32.80%
1773,COST6U1B1INT4,P3PAY,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #6",PRIOR PRIOR PRIOR qt payroll from BR nan nan,32.80%
1774,COST11U4B0INT4,00105,"Fourth Interview, Condo, 0 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,32.80%
1775,COST12U3B2INT4,P3PAY,"Fourth Interview, Coop, 2 Bedrms, Cost #12",PRIOR PRIOR PRIOR qt payroll from BR nan nan,32.80%
1776,EMP_MAR12_SPEECHPTH,CPAY,"Employment By Occupation, Speech-language pathologists",current PAY from BR nan nan,32.80%
1777,COST7U1B1INT4,P3PAY,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #7",PRIOR PRIOR PRIOR qt payroll from BR nan nan,32.80%
1778,BEDNONEU1,00081,Total Efficiencies for Type 1,EI for Addition 1 EI for addition 1 EI for Addition 1,32.80%
1779,COST9U1B0INT0,CPAY,"Initial Interview, Unfurnished, 0 Bedrms, Cost #9",current PAY from BR nan nan,32.80%
1780,PERMIT_NUM,00022,Permit Number,EI of corp Employer Identification Number Employer Identification Number,32.80%
1781,ADD_REMARKS_TXT,00084,Enter additional remarks,EI for Addition 4 EI for addition 4 EI for Addition 4,32.80%
1782,FOOD_CONCSN,00041,"True if this establishment operated as a concession in a stadium, arena, or other recreation or amusement place at which food was made available to the general public in 2017; false otherwise",Owned by another company-NO/YES Owned by another company - No/Yes Owned by another Company-No/Yes,32.70%
1783,ORE_LEADZINC_SILVER,00217,"Quantity of Lead/Zinc produced,  Silver",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,32.70%
1784,COST7U3B1INT2,CPAY,"Second Interview, Coop, 1 Bedrms, Cost #7",current PAY from BR nan nan,32.70%
1785,RCPT_FOOD_CNTRC_REC,00219,"Contract Feeding,  Stadiums, clubs, and other recreation and amusement facilities",Net Property Plant and Equipment     219 NET PPE Net PPE,32.70%
1786,COST7U1B0INT2,CPAY,"Second Interview, Unfurnished, 0 Bedrms, Cost #7",current PAY from BR nan nan,32.70%
1787,BENEFIT_OTH,00103,Employer's Cost for other benefits,Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,32.70%
1788,RCPT_PRDSHIP_PR,00109,"Value of product shipped by customer location, Puerto Rico",Income (loss) of foreign branches    109 Income loss of foreign branches Income loss of foreign branches,32.70%
1789,EXPS_ADVERT_VAL,00101,Purchased advertising services,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",32.70%
