,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Actual MDR's Variable
1645,PROD_QTYPRD_CBLIME_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of crushed or broken limestone (including dolomite, cement rock, marl, travertine, and calcareous tufa) mined at this mine or pit",Remarks about reported data,37.90%,REMARKS_WRTIN_TXT
1646,BENEFIT_LGL,B_WORKHOME ,"Fringe Benefits, Legally Required",Yes/No if the business allowed any employees to work from home,37.90%,WORK_HOME_STAT
1647,RCPT_C_ST_SC,B_RDFUND_US_STLOC,"Construction Work by State,  South Carolina",Domestic R&D costs paid by U.S. state or local government,37.90%,FUNDS_RD_US_LOCGOV_VAL
1648,PRCH_TRANS_DRIVERS,O1_VET_DISABLED,"Purchased Transportation,  Lease and rental payments for trucks and other motor vehicles with drivers",Yes/No if the first owner is disabled as a result of military service,37.90%,OWNER_VET_DISABLED_STAT
1649,CLASS_LAUNDRY,B_OPR_CEASED,True if laundry work (other than finish work) is done at this location; false otherwise.,Yes/No if business has ceased operation,37.90%,OPSTAT_CEASED_STAT
1650,EMP_MAR12_LSD_REAL_ESTATE,EMPC,Q1 LEASED EMPLOYMENT FOR REAL ESTATE CLIENTS,Number of contract employes working on research activities,37.90%,EMP_RSRCH_CONTRACT_NUM
1651,PAT_CARE_OUT_TEST_PCT,B_COOP,"Patient Care, Outpatient medical and diagnostic testing services",Nonprofit organization ,37.90%,COOP_PARTNER_LOC_CHKBOX
1652,NAICS_SECTOR,B_COOP,Most recent BR NAICS sector,Companieswithin the business group ,37.80%,COOP_PARTNER_LOC_CHKBOX
1653,RCPT_TRANSIENTGT50_NO_ARCHIVE,B_EMPNUM_W2_OWNER ,Were more than half of guestroom or unit rental receipts from transient guests?,Number of owners who received a W2 from this business,37.80%,EMP_W2_OWNER_NUM
1654,COST2U2B3INT0,EXPNS,"Initial Interview, Furnished, 3 Bedrms, Cost #2",Amount of total expenses,37.80%,EXPS_TOT_VAL
1655,QSS_OUT_OF_SCOPE_IND,AIEQUIPMAIN,Indicator if a company is out-of-scope to QSS. Meaning can't correct the NAICS before mailout.,What extent did this company use artificial intelligence (including machine learning algorithms in software applications) to support quality control                                                 ,37.80%,AI_EQUIP_MAINTN_CODE
1656,SURV_YEAR_STAT,RESP_REMARKS,Reporting Period Type,Remarks about reported data,37.80%,REMARKS_WRTIN_TXT
1657,INCOM_LOAN_RESMOR_INT_PCT,B_CRDSRC_OTHER_WIN,"Loan Products Income, Residential mortgage loans, Interest",Write-in of what lenders the business applied for new credit with ,37.80%,CREDIT_SRCS_OTH_WRTIN_TXT
1658,PAT_DSCHG_NUM,WEMP,Number of patient discharges,Number of employees as of March 12th,37.80%,EMP_MAR12_NUM
1659,COST4,EXPNS,How many units available at fourth cost?,Amount of total expenses,37.70%,EXPS_TOT_VAL
1660,ORE_SILVER_COPPER,B_DIFF_TARGETS,"Quantity of Silver produced,  Copper",Amount of effort it took to meet production targets,37.70%,PROD_TARG_EFFORT_CODE
1661,PROD_QTYPRD_CBS_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, Report the quantity of crushed or broken stone (including limestone, granite, slate, marble, trap rock, sandstone, quartz, and miscellaneous types of stone) mined at this mine or pit",Remarks about reported data,37.70%,REMARKS_WRTIN_TXT
1662,HISTSTAT,B_NUMKPI,Status indicator - identifing there is historical data for ID,Number of key performance indicators monitored by this business ,37.70%,KPI_MONITOR_NUM
1663,INCOM_UNIT_BROK_INTER_PCT,B_SALES_PCT_GOODS,"Brokering and Dealing Products, Interest income from trading accounts","Percent of domestic sales, revenues, and grants coming from selling goods to customers",37.70%,SALES_GOODS_PCT
1664,EXPS_BENEFIT_PRPCAS_REINS,O1_OWNER_DISABLE,"Benefits Paid, Property and casualty reinsurance",Disability status of the first owner,37.70%,OWNER_DISABILITY_CODE
1665,INV_CY_OTHNONLIFO_VAL,TCPEX,"Inventory Valuation Methods: CY, Other Non-LIFO",Total capital expenditures,37.70%,CAPEX_TOT_VAL
1666,BED1U2,CPSTR,Total 1 bedrooms for Type 2,Total capital expenditures for research operations that went towards buildings and land improvement,37.60%,CAPEX_RSRCH_BUILD_VAL
1667,HQNOTES,AFFILWI ,Notes section within the SOMA where FRs can send a direct note to the survey sponsor.,Details on affiliated organization ,37.60%,AFFIL_ORG_TXT
1668,BED4U3,CPSTR,Total 3 bedrooms for Type 3,Total capital expenditures for research operations that went towards buildings and land improvement,37.60%,CAPEX_RSRCH_BUILD_VAL
1669,BED2U4,CPSTR,Total 2 bedrooms for Type 4,Total capital expenditures for research operations that went towards buildings and land improvement,37.60%,CAPEX_RSRCH_BUILD_VAL
1670,EXPS_BENEFIT_ACCDNT_REINS,O1_OWNER_DISABLE,"Benefits Paid, Accident reinsurance",Disability status of the first owner,37.60%,OWNER_DISABILITY_CODE
1671,INCOM_UNIT_CRED_INTER_PCT,B_CRDAMT,"Credit Card Products,  Interest",Total amount of credit that was requested and received ,37.60%,CREDIT_AMT_RECEIVED_STAT
1672,SSCID,B_NUMKPI,Control Number - Sponsoring division control number used for tracking purposes.,Number of key performance indicators monitored by this business ,37.60%,KPI_MONITOR_NUM
1673,RCPT_ECOMM_STAT,B_IMPROCESS_INFO,Electronic Commerce (e-commerce): Status,Whether the business introduced new or improved methods for information and communication systems,37.60%,IMPROCESS_INFO_STAT
1674,TOTU4INT0,CPSTR,"Total Condo Units, Initial Intv",Total capital expenditures for research operations that went towards buildings and land improvement,37.60%,CAPEX_RSRCH_BUILD_VAL
1675,PROD_QTYPRD_MISCLY_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of common (miscellaneous) clay and shale mined and/or basically prepared for transport at this mine or pit",Remarks about reported data,37.50%,REMARKS_WRTIN_TXT
1676,RCPT_PRDSHIP_VI,B_SALES_PCT_OTH_WIN,"Value of product shipped by customer location, Virgin Islands",Total percent entered from domestic sales questions,37.50%,SALES_OTH_WRTIN_TXT
1677,PROD_QTYPRD_POTBOR_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of potassium salts, boron compounds, sodium carbonate and sulfate mined at this mine or pit",Remarks about reported data,37.50%,REMARKS_WRTIN_TXT
1678,TRAILER_NUM_TOT_DVAL,TCPEX,"Inventories:_x000D_
Total Trailers",Total capital expenditures,37.50%,CAPEX_TOT_VAL
1679,INCOM_UNIT_BROK_TRADA_PCT,B_SALES_PCT_GOODS,"Brokering and Dealing Products, Net gains (losses) in trading accounts, excluding interest income","Percent of domestic sales, revenues, and grants coming from selling goods to customers",37.50%,SALES_GOODS_PCT
1680,ADDR_ST,"
RESP_TITLE   ",Mailing Address State,Contact Information: Title,37.50%,CERT_TITLE_TXT
1681,RCPT_C_ST_AR,B_RDFUND_US_STLOC,"Construction Work by State,  Arkansas",Domestic R&D costs paid by U.S. state or local government,37.50%,FUNDS_RD_US_LOCGOV_VAL
1682,BUS_TECH_GUD_VEH_OTH,O1_REASON_OTHER,"Other, describe:",Reason for owning business: Other,37.40%,OWNING_REASON_OTHER_CODE
1683,ORE_LEADZINC_COPPER,B_DIFF_TARGETS,"Quantity of Lead/Zinc produced,  Copper",Amount of effort it took to meet production targets,37.40%,PROD_TARG_EFFORT_CODE
1684,ASSET_TRADE_REC_VAL,B_CRDSRC,Other trade accounts and trade notes receivable,Other sources of credit not listed,37.40%,CREDIT_SOURCES_CHKBOX
1685,PROD_QTYPRD_PEAT_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of peat mined and/or beneficiated at this mine or pit",Remarks about reported data,37.40%,REMARKS_WRTIN_TXT
1686,COST_ELEC,B_CRDAMT,Purchased electricity,Total amount of credit that was requested and received ,37.40%,CREDIT_AMT_RECEIVED_STAT
1687,SOMA_APPTDATE,"
RESP_TITLE   ",Appointment Date,Contact Information: Title,37.40%,CERT_TITLE_TXT
1688,EXPS_USC_VAL,B_RDFUND_US_EDU,Universal Service Contributions (USC) and Other Similar Charges,Domestic R&D costs paid by U.S. universities,37.40%,FUNDS_RD_US_EDU_VAL
1689,EXPS_RESALE_VAL,B_SALES_PCT_GOODS,Resales,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",37.40%,SALES_GOODS_PCT
1690,EXPS_ELEC_VAL,B_CRDAMT,Purchased Electricity,Total amount of credit that was requested and received ,37.40%,CREDIT_AMT_RECEIVED_STAT
1691,RCPT_C_ST_KY,B_RDFUND_US_STLOC,"Construction Work by State,  Kentucky",Domestic R&D costs paid by U.S. state or local government,37.30%,FUNDS_RD_US_LOCGOV_VAL
1692,INV_PY_TOT_DVAL,WZDEPR,"Inventory Valuation Methods: PY, LIFO and non-LIFO",Amount of internal research funds allocated to depreciation and amortization of assets,37.30%,EXPS_RSRCH_DEPR_VAL
1693,RCPT_UFO_NO,B_OPR_CEASED,Unfilled orders yes/no response,Yes/No if business has ceased operation,37.30%,OPSTAT_CEASED_STAT
1694,PATNT_CARE_OTHR_WRTIN,B_NEWCUSTSTART_REASON,"Patient Care Services Offered,  Other patient services write-in description",Why this new/customized product or service was developed,37.30%,NEW_CUST_PROD_START_REASON_STAT
1695,EMP_MAR12_OPT,EMPC,"Employment By Occupation, Doctors of Optometry - licensed practitioners having O.D. degree",Number of contract employes working on research activities,37.30%,EMP_RSRCH_CONTRACT_NUM
1696,EMP_MAR12_LSD_OTH_P,B_CONTRACTOUT,Q1 LEASED EMPLOYMENT FOR OTHER CLIENTS,Yes/No if business contracted out manufacturing tasks,37.30%,MAN_CONTRACTOUT_STAT
1697,COST12,EXPNS,How many units available at twelfth cost?,Amount of total expenses,37.30%,EXPS_TOT_VAL
1698,RCPT_C_ST_NC,B_RDFUND_US_STLOC,"Construction Work by State,  North Carolina",Domestic R&D costs paid by U.S. state or local government,37.30%,FUNDS_RD_US_LOCGOV_VAL
1699,TOTU3INT0,TCPEX,"Total Coop Units, Initial Intv",Total capital expenditures,37.20%,CAPEX_TOT_VAL
1700,EMP_MAR12_LSD_HEALTH,EMPC,Q1 LEASED EMPLOYMENT FOR HEALTH CARE CLIENTS,Number of contract employes working on research activities,37.20%,EMP_RSRCH_CONTRACT_NUM
1701,EXPS_FRNG_BENEFIT_VAL,B_PROMOTE_PERF,Fringe benefits,Primary method that employees are promoted at this business,37.20%,PROMOTION_METHOD_CODE
1702,PROD_QTYPRD_SAND_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the construction sand and gravel (run of pit or bank, washed, screened, or otherwise treated) mined at this mine or pit",Remarks about reported data,37.20%,REMARKS_WRTIN_TXT
1703,OPSTAT_WRTIN,RESP_REMARKS,"Operational Status,  Write-in description",Remarks about reported data,37.20%,REMARKS_WRTIN_TXT
1704,UAA_DATE,FYEND_MONTH,UAA Date,Month that fiscal year ends ,37.20%,FY_END_DATE
1705,MAIL_ADDR_ST_TXT,B_RDTAX_STATE,Mailing State,The state in which the business filed for a tax credit for increasing research activities,37.20%,RSRCH_TAXCRED_ST
1706,RCPT_C_ST_OK,B_RDTAX_STATE,"Construction Work by State,  Oklahoma",The state in which the business filed for a tax credit for increasing research activities,37.20%,RSRCH_TAXCRED_ST
1707,RCPT_C_ST_WY,B_WORKHOME_PCT_FIVE ,"Construction Work by State,  Wyoming",Percent of workers that worked from home five or more days per weTotal percent entered from work from home questionsek,37.20%,WORK_HOME_FIVE_PCT
1708,BED4U2,CPSTR,Total 3 bedrooms for Type 2,Total capital expenditures for research operations that went towards buildings and land improvement,37.10%,CAPEX_RSRCH_BUILD_VAL
1709,BENEFIT_VOL,B_PROMOTE_PERF,"Fringe Benefits,  Provided Voluntarily",Primary method that employees are promoted at this business,37.10%,PROMOTION_METHOD_CODE
1710,EXPS_BENPAY_HLTH_VAL,EXPNS,Benefits Paid (Losses): Health,Amount of total expenses,37.10%,EXPS_TOT_VAL
1711,EMP_MAR12_LSD_RETAIL,EMPC,Q1 LEASED EMPLOYMENT FOR RETAIL CLIENTS,Number of contract employes working on research activities,37.10%,EMP_RSRCH_CONTRACT_NUM
1712,EMP_MAR12_MTLHEALTH,O1_MAJOR_NONSCI_WIN,"Employment By Occupation, Licensed/certified mental health service providers, including psychiatric nurses, licensed social workers, counselors and marriage and family therapists; and other mental health service providers without M.D. or D.O. degree",Other non-science and engineering related fields that are not listed,37.10%,EDU_CODE_MAJOR_NONSCI_TXT
1713,BED2U2,CPSTR,Total 2 bedrooms for Type 2,Total capital expenditures for research operations that went towards buildings and land improvement,37.10%,CAPEX_RSRCH_BUILD_VAL
1714,BED4U1,CPSTR,Total 3 bedrooms for Type 1,Total capital expenditures for research operations that went towards buildings and land improvement,37.10%,CAPEX_RSRCH_BUILD_VAL
1715,PROD_QTYPRD_MICA_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of mica mined and/or beneficiated at this mine or pit",Remarks about reported data,37.10%,REMARKS_WRTIN_TXT
1716,PERMIT_DATE,B_CEASED_MONTH,Date permit was issued,Month the business ceased operation,37.00%,OPSTAT_CEASED_MONTH_DATE
1717,PROD_QTYPRD_PUMIC_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of pumice mined and/or beneficiated at this mine or pit",Remarks about reported data,37.00%,REMARKS_WRTIN_TXT
1718,PROD_QTYPRD_RDLIME_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of rough dimension limestone (including dolomite, cement rock, marl, travertine, and calcareous tufa) mined at this mine or pit",Remarks about reported data,37.00%,REMARKS_WRTIN_TXT
1719,PROD_QTYPRD_RDS_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of rough dimension stone (including limestone, granite, slate, marble, trap rock, sandstone, quartz, and miscellaneous types of stone) mined at this mine or pit",Remarks about reported data,37.00%,REMARKS_WRTIN_TXT
1720,PROD_CLASS_VAL_PY,B_RDEXP_FOR ,Currency amount associated with the PROD_CLASS_CODE,Amount of international R&D costs,36.90%,EXPS_RD_FOREIGN_VAL
1721,COST2U2B3INT1,EXPNS,"First Interview, Furnished, 3 Bedrms, Cost #2",Amount of total expenses,36.90%,EXPS_TOT_VAL
1722,COST1,EXPNS,How many units available at first cost?,Amount of total expenses,36.90%,EXPS_TOT_VAL
1723,PROD_QTYPRD_FIRCLY_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of fire clay mined and/or basically prepared for transport at this mine or pit",Remarks about reported data,36.90%,REMARKS_WRTIN_TXT
1724,INCOM_UNIT_CRED_OTHFE_PCT,EXPNS,"Credit Card Products,  Other fees",Amount of total expenses,36.90%,EXPS_TOT_VAL
1725,COST_ELEC_PY,B_CEASED_MONTH,Purchased electricity  Prior Year,Month the business ceased operation,36.90%,OPSTAT_CEASED_MONTH_DATE
1726,COST_AUX_INS,B_COOP,"Auxiliary establishments,  Cost of insurance",Nonprofit organization ,36.90%,COOP_PARTNER_LOC_CHKBOX
1727,RCPT_C_ST_VT,B_WORKHOME_PCT_FIVE ,"Construction Work by State,  Vermont",Percent of workers that worked from home five or more days per weTotal percent entered from work from home questionsek,36.90%,WORK_HOME_FIVE_PCT
1728,BED1U1,CPSTR,Total 1 bedrooms for Type 1,Total capital expenditures for research operations that went towards buildings and land improvement,36.80%,CAPEX_RSRCH_BUILD_VAL
1729,PROD_QTYPRD_BLLCLY_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of ball clay mined and/or basically prepared for transport at this mine or pit",Remarks about reported data,36.80%,REMARKS_WRTIN_TXT
1730,PROD_QTYPRD_CBOTH_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of crushed or broken other stone (including slate, marble, trap rock, sandstone, quartz, and miscellaneous types of stone) mined at this mine or pit",Remarks about reported data,36.80%,REMARKS_WRTIN_TXT
1731,DOLI,B_CEASED_MONTH,Date of Last Interview,Month the business ceased operation,36.80%,OPSTAT_CEASED_MONTH_DATE
1732,RCPT_MOTR_STONE_DVAL,B_RDEXP_DOM_EQUIPMT,"Stone, Nonmetallic minerals motor carrier revenue",Amount of domestic R&D costs going to expensed machinery and equipment,36.80%,EXPS_RD_DOM_EQUIP_VAL
1733,SURVDATE,B_CEASED_MONTH,Date of last interview,Month the business ceased operation,36.80%,OPSTAT_CEASED_MONTH_DATE
1734,INCOM_LEAS_AUTO_FEE_PCT,B_COOP,"Automobile and light-duty truck leasing services - includes operating and finance leases,  Fees","Suppliers of equipment, materials, components, or software outside your business group ",36.80%,COOP_PARTNER_LOC_CHKBOX
1735,NDIST_LRN_IN_PERS_PCT,B_EMPTRAIN_HRS,"Modes of Instruction,  Instructor-led learning at own facility",Average number of hours of training that employees at this business received,36.70%,EMP_TRAIN_HRS_AVG
1736,INCOM_UNIT_BROK_FEES_PCT,B_SALES_PCT_SERVICE,"Brokering and Dealing Products, Fees and commissions","Percent of domestic sales, revenues, and grants coming from selling services to customers",36.70%,SALES_SERVICE_PCT
1737,RCPT_NEWS_ONLINE_DVAL,B_SALES_TOT_US,online newspapers revenue,"Amount of sales, revenue, and grants from domestic operations",36.70%,SALES_US_TOT_VAL
1738,INITIATED_SURVEY,VOLUN,Date respondent initiated survey,Yes/No if any volunteers worked on research activities,36.70%,EMP_RSRCH_VOLUNTEER_STAT
1739,RECORD_LINENUM,B_EMPNUM_W2_NON_OWNER ,"The line number listed in the following sequence: Employer Identification Number (EIN), major activity, and geographic location",Number of employees who received a W2 from this business,36.70%,EMP_W2_NONOWNER_NUM
1740,PROD_QTYPRD_CBGRAN_NONE,RESP_REMARKS,"None for the question: If MINE_HERE = 1, report the quantity of crushed or broken granite (including gneiss, syenite, and diorite) mined at this mine or pit",Remarks about reported data,36.70%,REMARKS_WRTIN_TXT
1741,IA_PAPER_TYPOP_SELFDSG_43,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",IA TYPOP Code - Commission merchant,Contact Information: Phone,36.70%,CERT_PHONE_NUM
1742,BUS_TECH_RFID_OTH_WRTIN,RESP_REMARKS,"Others, describe:",Remarks about reported data,36.60%,REMARKS_WRTIN_TXT
1743,BED2U1,CPSTR,Total 2 bedrooms for Type 1,Total capital expenditures for research operations that went towards buildings and land improvement,36.60%,CAPEX_RSRCH_BUILD_VAL
1744,ADDR_ZIP,RESP_EMAIL  ,Mailing Address ZIP Code,Contact Information: Email,36.60%,CERT_EMAIL_TXT
1745,COST1U2B3INT0,EXPNS,"Initial Interview, Furnished, 3 Bedrms, Cost #1",Amount of total expenses,36.60%,EXPS_TOT_VAL
1746,ROBOT_INDST_PRCH_NUM,B_EXPCOST_EQUIP,Robotics: Purchased,R&D capital expenditures for equipment,36.50%,CAPEX_RD_OPS_EQUIP_VAL
