name,definition
ATHOMEHC_FOUR,Hours Spent Providing Home Health Care - 5-10 hours per week
ATHOMEHC_ONE,Hours Spent Providing Home Health Care - does not need health care provided at home on a weekly basis
ATHOMEHC_THREE,Hours Spent Providing Home Health Care - 1-4 hours per week
ATHOMEHC_TWO,Hours Spent Providing Home Health Care - Less than 1 hour per week
AUTISMMED,Autism ASD - Medication Currently
AUTISMMED_NO,Autism ASD - Medication Currently - No
AUTISMMED_YES,Autism ASD - Medication Currently - Yes
AUTISMTREAT,Autism ASD - Behavioral Treatment
AUTISMTREAT_NO,Autism ASD - Behavioral Treatment - No
AUTISMTREAT_YES,Autism ASD - Behavioral Treatment - Yes
AUTOIMMUNE,Autoimmune Disease
AUTOIMMUNE_DESC,Autoimmune Disease Description
AUTOIMMUNE_DESC_MILD,Autoimmune Disease Description - Mild
AUTOIMMUNE_DESC_MOD,Autoimmune Disease Description - Moderate
AUTOIMMUNE_DESC_SEV,Autoimmune Disease Description - Severe
AUTOIMMUNE_NO,Autoimmune Disease - No
AUTOIMMUNE_YES,Autoimmune Disease - Yes
AVAILABLE,Difficulties Getting Service - Not Available
AVAILABLE_NO,Difficulties Getting Service - Not Available - No
AVAILABLE_YES,Difficulties Getting Service - Not Available - Yes
AVOIDCHG,Past 12 Months - Avoided Changing Jobs to Maintain Health Insurance
AVOIDCHG_NO,Past 12 Months - Avoided Changing Jobs to Maintain Health Insurance - No
AVOIDCHG_YES,Past 12 Months - Avoided Changing Jobs to Maintain Health Insurance - Yes
BEDTIME,How Often - Go to Bed at Same Time
BEDTIME_ALWAYS,How Often - Go to Bed at Same Time - Always
BEDTIME_NEVER,How Often - Go to Bed at Same Time - Never
BEDTIME_RARELY,How Often - Go to Bed at Same Time - Rarely
BEDTIME_SOMETIMES,How Often - Go to Bed at Same Time - Sometimes
BEDTIME_USUALLY,How Often - Go to Bed at Same Time - Usually
BESTFORCHILD,How Often - Work to Decide Together Treatment
BESTFORCHILD_ALWAYS,How Often - Work to Decide Together Treatment - Always
BESTFORCHILD_NEVER,How Often - Work to Decide Together Treatment - Never
BESTFORCHILD_SOMETIMES,How Often - Work to Decide Together Treatment - Sometimes
BESTFORCHILD_USUALLY,How Often - Work to Decide Together Treatment - Usually
BIRTH_MO,Age - Month
BIRTH_YR,Age - Year
BLINDNESS,Blindness
BLINDNESS_NO,Blindness - No
BLINDNESS_YES,Blindness - Yes
BLOOD,Blood Disorder
BLOOD_DESC,Blood Disorder Description
BLOOD_DESC_MILD,Blood Disorder Description - Mild
BLOOD_DESC_MOD,Blood Disorder Description - Moderate
BLOOD_DESC_SEV,Blood Disorder Description - Severe
BLOOD_NO,Blood Disorder - No
BLOOD_OTHER,Other Blood Disorder Diagnosis
BLOOD_OTHER_NO,Other Blood Disorder Diagnosis - No
BLOOD_OTHER_YES,Other Blood Disorder Diagnosis - Yes
BLOOD_SCREEN,Blood Disorder Newborn Screening
BLOOD_SCREEN_NO,Blood Disorder Newborn Screening - No
BLOOD_SCREEN_YES,Blood Disorder Newborn Screening - Yes
BLOOD_YES,Blood Disorder - Yes
BODYIMAGE,Child's concern over body image
BODYIMAGE_NONE,Child's concern over body image - Not at all
BODYIMAGE_NOT,TBD CAFE LOADED
BODYIMAGE_SOME,Child's concern over body image - Somewhat
BODYIMAGE_VERY,Child's concern over body image - Very much
BORNUSA,Born in the United States
BORNUSA_NO,Born in the United States - No
BORNUSA_YES,Born in the United States - Yes
BOUNCEABALL,Bounce Ball
BOUNCEABALL_CANNOT,Bounce Ball - cannot bounce a ball
BOUNCEABALL_NOT,Bounce Ball - Not well
BOUNCEABALL_SOMEWHAT,Bounce Ball - Somewhat well
BOUNCEABALL_VERY,Bounce Ball - Very well
BREATHING,Difficulty Breathing
BREATHING_NO,Difficulty Breathing - No
BREATHING_YES,Difficulty Breathing - Yes
BULLIED,"Bullied, Picked On, or Excluded by Others"
BULLIED_R_EVERYDAY,"Bullied, Picked On, or Excluded by Others - Almost every day"
BULLIED_R_MONTH,"Bullied, Picked On, or Excluded by Others - 1-2 times per month"
BULLIED_R_NEVER,"Bullied, Picked On, or Excluded by Others - Never"
BULLIED_R_PAST12,"Bullied, Picked On, or Excluded by Others - 1-2 times (in the past 12 months)"
BULLIED_R_WEEK,"Bullied, Picked On, or Excluded by Others - 1-2 times per week"
BULLY,"Bullies Others, Picks on Them, or Excludes Them"
BULLY_EVERYDAY,"Bullies Others, Picks on Them, or Excludes Them - Almost every day"
BULLY_MONTH,"Bullies Others, Picks on Them, or Excludes Them - 1-2 times per month"
BULLY_NEVER,"Bullies Others, Picks on Them, or Excludes Them - Never (in the past 12 months)"
BULLY_PAST12,"Bullies Others, Picks on Them, or Excludes Them - 1-2 times (in the past 12 months)"
BULLY_WEEK,"Bullies Others, Picks on Them, or Excludes Them - 1-2 times per week"
C_AGE_MONTHS,TBD CAFE LOADED
C_AGE_YEARS,TBD CAFE LOADED
C_ENGLISH_NONE,TBD CAFE LOADED
C_ENGLISH_NOTWELL,TBD CAFE LOADED
C_ENGLISH_VERY,TBD CAFE LOADED
C_ENGLISH_WELL,TBD CAFE LOADED
C_HISPANIC_CUB,TBD CAFE LOADED
C_HISPANIC_MEX,TBD CAFE LOADED
C_HISPANIC_NO,TBD CAFE LOADED
C_HISPANIC_OTH,TBD CAFE LOADED
C_HISPANIC_PR,TBD CAFE LOADED
C_K2Q10_NO,TBD CAFE LOADED
C_K2Q10_YES,TBD CAFE LOADED
C_K2Q11_NO,TBD CAFE LOADED
C_K2Q11_YES,TBD CAFE LOADED
C_K2Q12_NO,TBD CAFE LOADED
C_K2Q12_YES,TBD CAFE LOADED
C_K2Q13_NO,TBD CAFE LOADED
C_K2Q13_YES,TBD CAFE LOADED
C_K2Q14_NO,TBD CAFE LOADED
C_K2Q14_YES,TBD CAFE LOADED
C_K2Q15_NO,TBD CAFE LOADED
C_K2Q15_YES,TBD CAFE LOADED
C_K2Q16_NO,TBD CAFE LOADED
C_K2Q16_YES,TBD CAFE LOADED
C_K2Q17_NO,TBD CAFE LOADED
C_K2Q17_YES,TBD CAFE LOADED
C_K2Q18_NO,TBD CAFE LOADED
C_K2Q18_YES,TBD CAFE LOADED
C_K2Q19_NO,TBD CAFE LOADED
C_K2Q19_YES,TBD CAFE LOADED
C_K2Q20_NO,TBD CAFE LOADED
C_K2Q20_YES,TBD CAFE LOADED
C_K2Q21_NO,TBD CAFE LOADED
C_K2Q21_YES,TBD CAFE LOADED
C_K2Q22_NO,TBD CAFE LOADED
C_K2Q22_YES,TBD CAFE LOADED
C_K2Q23_NO,TBD CAFE LOADED
C_K2Q23_YES,TBD CAFE LOADED
C_NAME,TBD CAFE LOADED
C_RACE1,TBD CAFE LOADED
C_RACE10,TBD CAFE LOADED
C_RACE11,TBD CAFE LOADED
C_RACE12,TBD CAFE LOADED
C_RACE13,TBD CAFE LOADED
C_RACE14,TBD CAFE LOADED
C_RACE2,TBD CAFE LOADED
C_RACE3,TBD CAFE LOADED
C_RACE4,TBD CAFE LOADED
C_RACE5,TBD CAFE LOADED
C_RACE6,TBD CAFE LOADED
C_RACE7,TBD CAFE LOADED
C_RACE8,TBD CAFE LOADED
C_RACE9,TBD CAFE LOADED
C_SEX_FEMALE,TBD CAFE LOADED
C_SEX_MALE,TBD CAFE LOADED
C1_NAME,TBD CAFE LOADED
C4Q04,Frustrated In Efforts to Get Service
C4Q04_ALWAYS,Frustrated In Efforts to Get Service - Always
C4Q04_NEVER,Frustrated In Efforts to Get Service - Never
C4Q04_SOMETIMES,Frustrated In Efforts to Get Service - Sometimes
C4Q04_USUALLY,Frustrated In Efforts to Get Service - Usually
CALMDOWN_R,How Often - Can Calm Down
CALMDOWN_R_ALL,How Often - Can Calm Down - All
CALMDOWN_R_HALF,How Often - Can Calm Down - Half
CALMDOWN_R_MOST,How Often - Can Calm Down - Most
CALMDOWN_R_NEVER,How Often - Can Calm Down - Never
CALMDOWN_R_SOME,How Often - Can Calm Down - Some
CAREGIVER,Adult 2 - Second Caregiver
CAREGIVER_NO,Adult 2 - Second Caregiver - No
CAREGIVER_YES,Adult 2 - Second Caregiver - Yes
CAVITIES,Difficulty Cavities
CAVITIES_NO,Difficulty Cavities - No
CAVITIES_YES,Difficulty Cavities - Yes
CERPALS_DESC,Cerebral Palsy Description
CERPALS_DESC_MILD,Cerebral Palsy Description - Mild
CERPALS_DESC_MOD,Cerebral Palsy Description - Moderate
CERPALS_DESC_SEV,Cerebral Palsy Description - Severe
CHANGEAGE,Doctor Worked with Child to Understand Health Care Changes
CHANGEAGE_DK,Doctor Worked with Child to Understand Health Care Changes - Don't know
CHANGEAGE_NO,Doctor Worked with Child to Understand Health Care Changes - No
CHANGEAGE_YES,Doctor Worked with Child to Understand Health Care Changes - Yes
CHILDN05,TBD
CHILDY05,TBD
CHILDYN,TBD
CHILDYN_NO,TBD CAFE LOADED
CHILDYN_YES,TBD CAFE LOADED
CLEAREXP,How Often - Explain Things Good Idea
CLEAREXP_ALL,How Often - Explain Things Good Idea - All
CLEAREXP_HALF,How Often - Explain Things Good Idea - Half
CLEAREXP_MOST,How Often - Explain Things Good Idea - Most
CLEAREXP_NEVER,How Often - Explain Things Good Idea - Never
CLEAREXP_SOME,How Often - Explain Things Good Idea - Some
CN_NAME,TBD
CONCUSSION,Concussion/Brain Injury
CONCUSSION_NO,Concussion/Brain Injury - No
CONCUSSION_YES,Concussion/Brain Injury - Yes
CONFIRMINJURY,Concussion/Brain Injury - Confirmed Injury
CONFIRMINJURY_NO,Concussion/Brain Injury - Confirmed Injury - No
CONFIRMINJURY_YES,Concussion/Brain Injury - Confirmed Injury - Yes
CONTROL_NUMBER,2025 NSCH Control Number
COORDINATION,Difficulty Coordination
COORDINATION_NO,Difficulty Coordination - No
COORDINATION_YES,Difficulty Coordination - Yes
COUNTTO,Can Count How High
COUNTTO_R_20,TBD CAFE LOADED
COUNTTO_R_30PLUS,Can Count How High - Up to 30 or more
COUNTTO_R_FIVE,Can Count How High - Up to five
COUNTTO_R_NOT,Can Count How High - cannot count
COUNTTO_R_TEN,Can Count How High - Up to ten
COUNTTO_R_TWENTY,Can Count How High - Up to 20
CSHCN,If one of 5 grouping responses has yes then that child is eligible for the household
CURRCOV,Health Insurance Coverage - Currently Covered
CURRCOV_NO,Health Insurance Coverage - Currently Covered - No
CURRCOV_YES,Health Insurance Coverage - Currently Covered - Yes
CUTHOURS,Past 12 Months -Cut Hours because of Health Conditions
CUTHOURS_NO,Past 12 Months -Cut Hours because of Health Conditions - No
CUTHOURS_YES,Past 12 Months -Cut Hours because of Health Conditions - Yes
CYSTFIB,Cystic Fibrosis
CYSTFIB_DESC,Cystic Fibrosis Description
CYSTFIB_DESC_MILD,Cystic Fibrosis Description - Mild
CYSTFIB_DESC_MOD,Cystic Fibrosis Description - Moderate
CYSTFIB_DESC_SEV,Cystic Fibrosis Description - Severe
CYSTFIB_NO,Cystic Fibrosis - No
CYSTFIB_SCREEN,Cystic Fibrosis Screening
CYSTFIB_SCREEN_NO,Cystic Fibrosis Screening - No
CYSTFIB_SCREEN_YES,Cystic Fibrosis Screening - Yes
CYSTFIB_YES,Cystic Fibrosis - Yes
DECISIONS,Health Care Services Treatment Decisions
DECISIONS_NO,Health Care Services Treatment Decisions - No
DECISIONS_YES,Health Care Services Treatment Decisions - Yes
DENTALSERV1,Dental Service - Check-up
DENTALSERV2,Dental Service - Cleaning
DENTALSERV3,Dental Service - Instructions on Toothbrushing
DENTALSERV4,Dental Service - X-Rays
DENTALSERV5,Dental Service - Fluoride Treatment
DENTALSERV6,Dental Service - Sealant
DENTALSERV7,Dental Service - Don't Know
DENTISTVISIT,Dental Provider Visit - How Many Visits
DENTISTVISIT_1,TBD CAFE LOADED
DENTISTVISIT_2PLUS,Dental Provider Visit - How Many Visits
DENTISTVISIT_NONE,Dental Provider Visit - How Many Visits
DENTISTVISIT_ONE,Dental Provider Visit - How Many Visits
DIRECTIONS,Follow Verbal Directions
DIRECTIONS_NO,Follow Verbal Directions - No
DIRECTIONS_YES,Follow Verbal Directions - Yes
DIRECTIONS2,Follow Two Step Directions
DIRECTIONS2_NO,Follow Two Step Directions - No
DIRECTIONS2_YES,Follow Two Step Directions - Yes
DISCUSSOPT,How Often - Discussed Range of Options
DISCUSSOPT_ALWAYS,How Often - Discussed Range of Options - Always
DISCUSSOPT_NEVER,How Often - Discussed Range of Options - Never
DISCUSSOPT_SOMETIMES,How Often - Discussed Range of Options - Sometimes
DISCUSSOPT_USUALLY,How Often - Discussed Range of Options - Usually
DISTRACTED,How Often - Easily Distracted
DISTRACTED_ALL,How Often - Easily Distracted - All
DISTRACTED_HALF,How Often - Easily Distracted - Half
DISTRACTED_MOST,How Often - Easily Distracted - Most
DISTRACTED_NEVER,How Often - Easily Distracted - Never
DISTRACTED_SOME,How Often - Easily Distracted - Some
DOCPRIVATE,Child Speak with Doctor Privately
DOCPRIVATE_NO,Child Speak with Doctor Privately - No
DOCPRIVATE_YES,Child Speak with Doctor Privately - Yes
DOCROOM,Doctor Visit - How Long with Doctor
DOCROOM_1020,TBD CAFE LOADED
DOCROOM_20PLUS,Doctor Visit - How Long with Doctor - More than 20 minutes
DOCROOM_LESS10,Doctor Visit - How Long with Doctor - Less than 10 minutes
DOCROOM_TENTWENTY,Doctor Visit - How Long with Doctor - 10-20 minutes
DOWNSYN,Down Syndrome
DOWNSYN_NO,Down Syndrome - No
DOWNSYN_YES,Down Syndrome - Yes
DRAWACIRCLE,Draw a Circle
DRAWACIRCLE_CANNOT,Draw a Circle - cannot draw a circle
DRAWACIRCLE_NOT,Draw a Circle - not well
DRAWACIRCLE_SOMEWHAT,Draw a Circle - somewhat well
DRAWACIRCLE_VERY,Draw a Circle - very well
DRAWAFACE,Draw a Face
DRAWAFACE_CANNOT,Draw a Face - cannot draw a face with eyes and mouth
DRAWAFACE_NOT,Draw a Face - not well
DRAWAFACE_SOMEWHAT,Draw a Face - somewhat well
DRAWAFACE_VERY,Draw a Face - very well
DRAWAPERSON,Draw a Person
DRAWAPERSON_CANNOT,"Draw a Person - cannot draw a person with a head, body, arms, and legs"
DRAWAPERSON_NOT,Draw a Person - not well
DRAWAPERSON_SOMEWHAT,Draw a Person - somewhat well
DRAWAPERSON_VERY,Draw a Person - very well
DRESSING,Difficulty Dressing or Bathing
DRESSING_NO,Difficulty Dressing or Bathing - No
DRESSING_YES,Difficulty Dressing or Bathing - Yes
DUMMYRECTANGLE1,TBD CAFE LOADED
DUMMYRECTANGLE2,TBD CAFE LOADED
DUMMYRECTANGLE3,TBD CAFE LOADED
DUMMYRECTANGLE4,TBD CAFE LOADED
DUMMYRECTANGLE5,TBD CAFE LOADED
DUMMYRECTANGLE6,TBD CAFE LOADED
DUMMYRECTANGLE7,TBD CAFE LOADED
DUMMYRECTANGLE8,TBD CAFE LOADED
EBTCARDS,School meal debit
EBTCARDS_NO,School meal debit - No
EBTCARDS_YES,School meal debit - Yes
ENGAGE_BINGE,Eating Engagement - Binging
ENGAGE_BINGE_NO,Eating Engagement - Binging - No
ENGAGE_BINGE_YES,Eating Engagement - Binging - Yes
ENGAGE_EXERCISE,Eating Engagement - Exercise
ENGAGE_EXERCISE_NO,Eating Engagement - Exercise - No
ENGAGE_EXERCISE_YES,Eating Engagement - Exercise - Yes
ENGAGE_FAST,Eating Engagement - Fasting
ENGAGE_FAST_NO,Eating Engagement - Fasting - No
ENGAGE_FAST_YES,Eating Engagement - Fasting - Yes
ENGAGE_INTEREST,Eating Engagement - No Interest
ENGAGE_INTEREST_NO,Eating Engagement - No Interest - No
ENGAGE_INTEREST_YES,Eating Engagement - No Interest - Yes
ENGAGE_NOEAT,Eating Engagement - Not Eating
ENGAGE_NOEAT_NO,Eating Engagement - Not Eating - No
ENGAGE_NOEAT_YES,Eating Engagement - Not Eating - Yes
ENGAGE_PICKY,Eating Engagement - Picky
ENGAGE_PICKY_NO,Eating Engagement - Picky - No
ENGAGE_PICKY_YES,Eating Engagement - Picky - Yes
ENGAGE_PILLS,Eating Engagement - Pills
ENGAGE_PILLS_NO,Eating Engagement - Pills - No
ENGAGE_PILLS_YES,Eating Engagement - Pills - Yes
ENGAGE_PURG,Eating Engagement - Purging
ENGAGE_PURG_NO,Eating Engagement - Purging - No
ENGAGE_PURG_YES,Eating Engagement - Purging - Yes
ENGAGECONCERN,Concerned over child's engagement
ENGAGECONCERN_NONE,Concerned over child's engagement - Not at all
ENGAGECONCERN_NOT,TBD CAFE LOADED
ENGAGECONCERN_SOME,Concerned over child's engagement - Somewhat
ENGAGECONCERN_VERY,Concerned over child's engagement - Very much
ENGLISH,Speaks English
ENGLISH_NONE,Speaks English - Not at all
ENGLISH_NOTWELL,Speaks English - Not Well
ENGLISH_VERY,Speaks English - Very Well
ENGLISH_WELL,Speaks English - Well
ERRANDALONE,Difficulty Doing Errands Alone
ERRANDALONE_NO,Difficulty Doing Errands Alone - No
ERRANDALONE_YES,Difficulty Doing Errands Alone - Yes
EVALFASD,Evaluated for a Fetal Alcohol Spectrum Disorder
EVALFASD_DK,Evaluated for a Fetal Alcohol Spectrum Disorder - Don't know
EVALFASD_NO,Evaluated for a Fetal Alcohol Spectrum Disorder - No
EVALFASD_YES,Evaluated for a Fetal Alcohol Spectrum Disorder - Yes
EVERHOMELESS,Homeless or Lived in Shelter
EVERHOMELESS_DK,Homeless or Lived in Shelter - Don't know
EVERHOMELESS_NO,Homeless or Lived in Shelter - No
EVERHOMELESS_YES,Homeless or Lived in Shelter - Yes
EYECARE1,What Care - Received Eye Examine
EYECARE2,What Care - Prescribed Eyeglasses
EYECARE3,What Care - Diagnosis of Vision Disorder
EYECARE4,What Care - Some other care
EYEDOCTOR,Has This Child Ever Seen Eye Doc
EYEDOCTOR_NO,Has This Child Ever Seen Eye Doc - No
EYEDOCTOR_YES,Has This Child Ever Seen Eye Doc - Yes
FAMCOUNT,Number of People That Are Family Members
FASD,Fetal Alcohol Spectrum Disorder
FASD_DK,FASD - Don't know checkbox
FASD_NO,Fetal Alcohol Spectrum Disorder - No
FASD_YEARS,Age of child when first told they have FASD.
FASD_YES,Fetal Alcohol Spectrum Disorder - Yes
FOCUSON,Focus on a task
FOCUSON_ALL,Focus on a task - All
FOCUSON_HALF,Focus on a task - Half
FOCUSON_MOST,Focus on a task - Most
FOCUSON_NEVER,Focus on a task - Never
FOCUSON_SOME,Focus on a task - Some
FOODSIT,Food Situation In Household
FOODSIT_1,TBD CAFE LOADED
FOODSIT_2,TBD CAFE LOADED
FOODSIT_3,TBD CAFE LOADED
FOODSIT_4,TBD CAFE LOADED
FOODSIT_FOUR,Food Situation In Household - Past 12 Months - Often Couldn't Afford
FOODSIT_ONE,Food Situation In Household - Past 12 Months - Always Afford Nutritious
FOODSIT_THREE,Food Situation In Household - Past 12 Months - Sometime Couldn't Afford
FOODSIT_TWO,Food Situation In Household - Past 12 Months - Always Afford Enough
FRUIT,Amount of Fruit Eaten in a Week
FRUIT_1,TBD CAFE LOADED
FRUIT_2,TBD CAFE LOADED
FRUIT_3,TBD CAFE LOADED
FRUIT_4,TBD CAFE LOADED
FRUIT_5,TBD CAFE LOADED
FRUIT_6,TBD CAFE LOADED
FRUIT_FIVE,Amount of Fruit Eaten in a Week - 2 per day
FRUIT_FOUR,Amount of Fruit Eaten in a Week - 1 per day
FRUIT_ONE,Amount of Fruit Eaten in a Week - Did Not Eat Fruit
FRUIT_SIX,Amount of Fruit Eaten in a Week - 3 or more
FRUIT_THREE,Amount of Fruit Eaten in a Week - 4-6 times
FRUIT_TWO,Amount of Fruit Eaten in a Week - 1-3 times
GAINSKILLS,Doctor Worked with Child to Gain Skills to Manage Health
GAINSKILLS_DK,Doctor Worked with Child to Gain Skills to Manage Health
GAINSKILLS_NO,Doctor Worked with Child to Gain Skills to Manage Health
GAINSKILLS_YES,Doctor Worked with Child to Gain Skills to Manage Health
GOFORHELP,Know Where to Go For Help
GOFORHELP_DEFAGREE,Know Where to Go For Help - Definitely agree
GOFORHELP_DEFDIS,Know Where to Go For Help - Definitely disagree
GOFORHELP_SOMEAGREE,Know Where to Go For Help - Somewhat agree
GOFORHELP_SOMEDIS,Know Where to Go For Help - Somewhat disagree
GRADES,Grades received in school
GRADES_ABS,Grades received in school - Mostly A's and B's
GRADES_AS,Grades received in school - Mostly A's
GRADES_BCS,Grades received in school - Mostly B's and C's
GRADES_CDS,Grades received in school - Mostly C's and D's
GRADES_DS,Grades received in school - Mostly D's or lower
GRADES_NA,Grades received in school - This child's school does not give these grades
GROUPOFOBJECTS,Group of Objects
GROUPOFOBJECTS_ALL,Group of Objects - All
GROUPOFOBJECTS_HALF,Group of Objects - Half
GROUPOFOBJECTS_MOST,Group of Objects - Most
GROUPOFOBJECTS_NEVER,Group of Objects - Never
GROUPOFOBJECTS_SOME,Group of Objects - Some
GUMBLEED,Difficulty Bleeding Gums
GUMBLEED_NO,Difficulty Bleeding Gums - No
GUMBLEED_YES,Difficulty Bleeding Gums - Yes
HANDS,Difficulty Hands
HANDS_NO,Difficulty Hands - No
HANDS_YES,Difficulty Hands - Yes
HARDWORK,How Often - Work even when hard
HARDWORK_ALL,How Often - Work even when hard - All
HARDWORK_HALF,How Often - Work even when hard - Half
HARDWORK_MOST,How Often - Work even when hard - Most
HARDWORK_NEVER,How Often - Work even when hard - Never
HARDWORK_SOME,How Often - Work even when hard - Some
HCABILITY,Health Affected Ability - How Often
HCABILITY_ALWAYS,Health Affected Ability - How Often - Always
HCABILITY_NEVER,Health Affected Ability - How Often - Never
HCABILITY_NOCOND,Health Affected Ability - How Often - This child does not have any health conditions
HCABILITY_SOMETIMES,Health Affected Ability - How Often - Sometimes
HCABILITY_USUALLY,Health Affected Ability - How Often - Usually
HCCOVOTH,Health Insurance - Other
HCCOVOTH_NO,Health Insurance - Other - No
HCCOVOTH_WRITEIN,Health Insurance Write-in
HCCOVOTH_YES,Health Insurance - Other - Yes
HCEXTENT,Health Affected Ability - Extent
HCEXTENT_GREAT,Health Affected Ability - Extent - A great deal
HCEXTENT_LITTLE,Health Affected Ability - Extent - Very little
HCEXTENT_SOME,Health Affected Ability - Extent - Somewhat
HEADACHE,Headaches
